Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
23/05/2019,2,27,20,70,44,30,51,3,6,7,8,3,5,-1,9,31,12,3,7,32,18,103,95,13,29,47,35,4,17,-1,91,16,undefined,2,4,26,4,1,35,1,3,20,8,2,-1,3,36,1,33,7,13,17,23,-1,24,7,35,-1,-1
23/05/2019,3,25,17,34,29,51,23,-1,2,3,1,3,6,-1,8,17,20,6,6,21,10,48,53,16,21,23,61,10,50,-1,32,2,undefined,1,4,10,12,9,6,-1,6,2,2,-1,-1,2,34,13,56,3,6,11,9,-1,10,4,6,-1,-1
23/05/2019,4,9,23,37,34,55,45,6,3,9,2,1,2,-1,44,11,12,11,2,13,20,44,90,15,42,25,38,6,70,-1,42,16,undefined,9,7,13,15,7,22,16,3,1,1,1,-1,1,35,5,8,9,6,4,5,-1,6,3,22,-1,-1
23/05/2019,5,38,20,64,75,157,255,32,57,98,21,5,30,-1,107,41,48,84,32,18,8,62,193,57,363,91,85,16,124,-1,47,17,undefined,24,34,149,34,15,99,18,22,9,10,7,-1,6,69,26,21,6,10,15,6,-1,10,76,99,-1,-1
23/05/2019,6,139,95,159,213,493,1018,141,154,556,110,16,75,-1,304,84,254,245,202,48,36,124,753,299,1110,295,143,42,478,-1,84,61,undefined,89,44,736,74,22,349,127,109,57,34,25,-1,33,201,67,53,26,41,63,24,-1,87,456,349,8,-1
23/05/2019,7,430,251,330,535,1276,2131,400,395,2456,370,62,227,-1,717,294,520,943,876,137,120,188,1568,841,2706,681,315,82,1240,3,182,99,undefined,301,159,1269,269,43,1288,370,277,177,205,64,-1,53,515,153,102,78,63,232,105,-1,160,1769,1288,101,-1
23/05/2019,8,959,684,756,1056,2462,4354,614,554,4322,624,96,415,-1,1426,753,1058,2101,1841,234,184,326,2911,1579,4684,1351,807,194,2358,-1,412,210,undefined,676,323,2618,777,113,2431,810,848,496,592,208,-1,265,1046,315,137,159,134,812,300,-1,455,3246,2431,405,-1
23/05/2019,9,1100,671,756,1142,1550,2240,277,320,2697,486,35,249,-1,698,708,1032,1468,945,239,207,415,2139,1000,3031,734,812,214,1404,1,351,168,undefined,541,259,1425,583,124,1586,771,708,550,698,215,-1,272,1025,432,242,215,165,575,301,-1,408,1700,1586,359,-1
23/05/2019,10,1510,971,1037,1620,1534,1318,182,227,956,338,39,160,-1,530,789,1235,862,538,425,257,568,1992,667,1768,525,968,207,1475,7,430,207,undefined,358,216,1125,579,108,1110,476,557,598,689,211,-1,266,1039,435,242,270,245,469,314,-1,451,801,1110,507,-1
23/05/2019,11,2083,1558,1423,2046,1449,1454,267,244,832,319,49,271,-1,500,1071,1565,864,498,740,454,724,2389,934,1756,650,1241,268,1396,17,676,227,undefined,286,188,1278,549,217,1147,498,588,754,569,288,-1,267,1364,550,337,317,201,593,275,-1,534,616,1147,547,-1
23/05/2019,12,3325,2613,2231,3083,2405,2143,316,750,1717,525,121,436,-1,684,1685,2158,1764,726,1137,703,1625,3188,1237,2525,1092,1816,317,1785,6,999,427,undefined,399,365,2651,1124,276,1757,1299,945,917,570,309,-1,460,2129,700,505,447,281,1034,434,-1,693,1657,1757,474,-1
23/05/2019,13,3620,2855,2278,3321,2427,2405,449,604,1490,613,150,543,-1,809,1871,2347,1850,729,1264,736,1560,3616,1094,2615,1213,1807,310,1868,-1,1095,369,undefined,474,455,2774,987,290,1733,1343,992,932,890,316,-1,529,2157,688,478,439,341,1002,457,-1,841,1395,1733,414,-1
23/05/2019,14,3070,2152,2171,2823,2251,2055,258,290,1091,371,65,281,-1,692,1584,1854,1046,594,973,485,1084,3069,775,2219,1145,1246,228,1593,8,654,280,undefined,355,297,1865,668,195,1324,612,638,724,766,251,-1,338,1722,561,252,401,239,853,392,-1,633,732,1324,503,-1
23/05/2019,15,2746,1983,2174,2785,2343,2302,247,334,1390,388,57,224,-1,800,1615,1403,749,626,896,489,919,3288,688,2807,1108,831,190,1737,-1,716,233,undefined,319,256,1645,635,154,1468,522,532,775,842,284,-1,304,1751,419,125,358,210,713,459,-1,578,837,1468,542,-1
23/05/2019,16,3115,2138,2387,2850,2983,3172,408,445,3184,666,87,340,-1,1095,1944,1280,879,1110,976,465,993,3809,889,3972,1244,742,202,2321,-1,817,300,undefined,475,306,2097,617,175,1947,590,496,800,920,278,-1,321,1948,301,139,343,224,882,537,-1,652,1750,1947,335,-1
23/05/2019,17,3565,2216,2841,3494,4220,5177,681,701,4081,837,123,558,-1,1887,2474,1596,1513,1713,1167,637,1300,4890,1291,5116,1680,882,265,3376,-1,1015,414,undefined,584,379,3223,816,279,2637,752,748,904,1115,391,-1,304,2413,345,154,478,225,839,637,-1,865,2587,2637,170,-1
23/05/2019,18,3009,1535,2987,2689,3237,2874,424,397,1736,374,78,369,-1,1142,1973,951,812,742,1382,798,1180,3682,645,2849,1200,857,221,3165,-1,1097,470,undefined,342,269,2323,524,215,1475,446,549,694,835,282,-1,305,1789,302,160,541,210,780,496,-1,673,980,1475,51,-1
23/05/2019,19,1926,945,2254,1732,1757,1545,227,180,621,206,51,228,-1,553,1514,516,375,271,1351,828,1060,2603,342,1360,453,664,151,1677,-1,965,421,undefined,111,115,1331,325,219,737,225,325,386,524,184,-1,187,1237,204,161,465,140,575,336,-1,472,317,737,66,-1
23/05/2019,20,1567,702,1948,1434,1284,1182,157,124,282,88,56,222,-1,442,1337,400,273,148,1099,634,903,2227,194,945,322,557,110,908,-1,783,468,undefined,90,114,1060,266,219,490,145,230,313,310,148,-1,124,970,151,146,392,94,460,247,-1,392,172,490,37,-1
23/05/2019,21,894,394,1747,1189,1336,979,74,85,124,89,56,226,-1,355,1017,294,158,124,947,487,679,1812,186,909,340,497,74,1038,-1,698,315,undefined,100,112,842,204,196,408,95,125,276,419,150,-1,136,821,155,106,314,158,363,248,-1,285,110,408,30,-1
23/05/2019,22,445,240,1151,745,1674,856,87,65,138,43,38,132,-1,329,725,210,180,93,657,437,539,1310,147,645,505,323,94,1490,-1,547,250,undefined,67,82,627,209,106,385,41,393,132,167,76,-1,93,412,103,141,226,65,267,123,-1,139,70,385,8,-1
23/05/2019,23,272,110,546,331,539,617,27,40,60,34,34,52,-1,316,286,126,99,49,301,211,443,833,90,395,253,210,52,304,-1,338,99,undefined,29,32,342,99,32,221,56,36,59,74,25,-1,31,279,70,116,56,36,156,72,-1,79,35,221,6,-1
24/05/2019,0,105,59,365,168,174,227,10,13,28,15,2,17,-1,88,169,55,21,30,164,118,226,365,60,179,59,181,26,87,-1,257,50,undefined,17,18,152,68,10,139,24,27,40,33,15,-1,27,163,32,87,20,37,83,50,-1,61,9,139,4,-1
24/05/2019,1,116,31,181,99,88,97,6,4,18,7,13,31,-1,35,86,42,36,21,125,81,205,195,33,71,56,142,16,32,-1,178,25,undefined,4,8,58,58,7,65,17,11,21,24,12,-1,4,127,28,92,8,24,31,34,-1,33,8,65,2,-1
24/05/2019,2,42,35,111,73,50,65,3,2,12,1,2,6,-1,15,68,30,16,4,53,68,164,151,48,47,32,95,5,24,-1,107,10,undefined,4,8,25,32,3,46,10,15,10,4,2,-1,2,91,13,60,5,17,44,6,-1,14,2,46,-1,-1
24/05/2019,3,47,61,96,52,70,39,5,1,1,7,-1,4,-1,23,32,20,17,6,44,65,130,221,26,39,16,50,4,50,-1,82,21,undefined,8,2,39,21,3,24,-1,6,2,2,1,-1,2,76,9,35,8,6,25,6,-1,16,4,24,-1,-1
24/05/2019,4,18,14,63,52,65,52,9,3,14,6,-1,2,-1,39,21,13,14,5,12,27,48,115,15,47,24,28,5,53,-1,33,25,undefined,14,16,35,22,16,25,-1,9,2,2,1,-1,2,52,5,22,4,7,6,6,-1,7,1,25,1,-1
24/05/2019,5,21,25,74,88,138,246,31,42,104,39,6,19,-1,108,35,31,87,37,12,43,56,180,45,343,115,93,8,93,-1,43,30,undefined,34,39,128,30,10,102,23,29,20,14,13,-1,9,111,17,41,8,12,21,8,-1,11,37,102,2,-1
24/05/2019,6,129,90,171,263,453,990,138,128,536,79,20,83,-1,274,79,273,278,200,56,35,99,726,265,1120,213,159,50,417,-1,64,73,undefined,114,62,658,91,13,375,121,102,65,42,27,-1,30,192,76,64,32,32,54,30,-1,81,323,375,8,-1
24/05/2019,7,417,227,318,586,1165,1937,340,306,2197,350,45,148,-1,717,302,414,851,775,110,114,196,1410,750,2442,531,311,90,1011,6,150,78,undefined,237,139,1047,252,34,1241,291,295,140,198,75,-1,82,490,147,82,86,65,228,91,-1,146,1144,1241,47,-1
24/05/2019,8,896,583,770,1030,2205,3816,510,476,4172,611,69,319,-1,1273,670,843,2032,1703,282,171,322,2643,1450,4292,912,684,216,1980,11,279,155,undefined,555,299,2175,632,127,2186,762,745,456,489,180,-1,232,989,309,144,138,151,673,405,-1,389,2383,2186,424,-1
24/05/2019,9,1044,711,621,1285,1342,2168,204,278,2425,438,17,101,-1,590,691,976,1519,1003,197,133,423,1968,826,2733,570,711,189,1226,2,346,138,undefined,439,148,1158,544,140,1580,677,671,498,543,144,-1,285,882,283,115,212,146,507,245,-1,378,1353,1580,207,-1
24/05/2019,10,1293,972,867,1503,1227,1102,98,133,853,212,4,91,-1,323,686,1193,761,478,388,220,441,1719,550,1790,358,728,165,921,8,403,170,undefined,260,88,719,465,157,1101,428,551,525,444,161,-1,240,860,280,121,286,177,466,310,-1,457,652,1101,225,-1
24/05/2019,11,1990,1520,1256,2035,1459,1325,101,206,867,221,11,81,-1,462,962,1443,779,481,569,323,661,1891,555,1716,546,954,201,1181,35,535,184,undefined,222,181,969,468,233,1173,512,622,588,618,168,-1,276,1090,371,265,363,181,599,304,-1,481,576,1173,317,-1
24/05/2019,12,3479,2601,2407,3485,1931,1857,203,468,1749,523,45,343,-1,497,1550,2060,1659,661,1064,834,1579,2756,1052,2610,731,1540,286,1494,-1,1065,398,undefined,432,351,1862,1164,267,1958,1244,1163,880,774,243,-1,342,1888,532,416,480,248,949,515,-1,755,1499,1958,707,-1
24/05/2019,13,4102,4180,3231,4332,2420,2118,200,427,1480,442,116,422,-1,588,2453,2227,1521,608,1287,854,1827,3485,1247,2689,1108,1682,243,2107,-1,1131,498,undefined,367,328,1988,1149,307,1877,1312,1027,972,768,223,-1,426,2422,528,400,561,267,1020,648,-1,891,1210,1877,1017,-1
24/05/2019,14,2962,2037,2406,3141,2044,1916,236,249,1015,316,30,228,-1,587,1859,1658,907,526,1056,570,1080,3109,701,2360,975,1370,202,1720,-1,920,264,undefined,335,248,1424,608,337,1287,678,875,782,763,234,-1,268,1961,560,292,394,214,847,544,-1,680,665,1287,718,-1
24/05/2019,15,3078,2216,2317,3024,2118,2423,230,287,1493,322,64,218,-1,800,1681,1438,796,612,974,535,941,3296,590,2742,1115,1078,253,1640,-1,728,326,undefined,321,264,1616,621,220,1525,505,632,715,721,260,-1,286,2037,474,242,441,229,786,378,-1,619,791,1525,467,-1
24/05/2019,16,3532,2235,2531,3096,2732,3455,270,450,3099,586,64,315,-1,1166,2025,1540,887,1175,1121,576,1083,3933,928,3835,1326,1007,280,2090,-1,904,263,undefined,465,318,2111,690,274,2017,493,645,628,733,224,-1,238,2332,530,264,435,186,785,459,-1,641,1594,2017,353,-1
24/05/2019,17,4030,2496,3167,3399,3938,4836,533,601,4004,774,79,404,-1,1603,2581,1793,1419,1652,1492,787,1531,4597,1343,4827,1532,899,237,2942,-1,1369,368,undefined,541,372,3094,886,263,2610,703,781,820,939,345,-1,364,2611,405,170,602,231,988,685,-1,858,1839,2610,127,-1
24/05/2019,18,3609,1769,3498,3101,3286,3032,257,409,1475,380,74,345,-1,989,2378,1257,731,741,1802,1077,1360,3767,658,2850,1327,786,202,2678,-1,1439,499,undefined,340,260,2550,627,296,1584,454,600,392,512,230,-1,294,2139,325,164,683,214,926,389,-1,722,782,1584,30,-1
24/05/2019,19,2715,1331,2942,2583,2074,1849,104,186,553,158,36,238,-1,590,1903,776,412,278,1722,1404,1386,2812,387,1579,989,761,157,1734,-1,1310,576,undefined,148,147,1843,449,267,921,229,462,225,312,154,-1,127,1639,221,139,653,148,813,275,-1,517,315,921,19,-1
24/05/2019,20,2134,1000,2513,2017,1492,1590,83,154,279,93,40,246,-1,628,1581,501,316,172,1537,1330,1334,2398,279,1144,757,583,118,642,-1,1306,584,undefined,143,147,1529,341,288,638,116,228,194,220,119,-1,102,1358,176,152,508,127,762,249,-1,469,164,638,31,-1
24/05/2019,21,1369,567,2738,1728,1773,1453,68,117,190,70,99,235,-1,542,1413,415,208,117,1334,1070,1281,2112,250,1012,785,626,117,1119,-1,1100,699,undefined,75,103,1438,364,285,540,141,215,188,218,98,-1,88,1386,171,126,484,90,707,204,-1,393,108,540,36,-1
24/05/2019,22,787,356,1923,1190,2074,1404,70,108,190,51,25,157,-1,542,1076,313,199,119,1073,876,1115,1895,205,880,376,451,88,1655,-1,1103,544,undefined,114,127,1385,469,179,448,110,446,131,127,67,-1,76,845,158,149,387,89,566,134,-1,316,76,448,17,-1
24/05/2019,23,479,276,1360,1112,869,948,58,36,95,36,31,110,-1,369,655,238,162,94,606,520,661,1275,150,616,402,351,61,383,-1,882,340,undefined,75,82,655,440,92,360,51,117,71,68,28,-1,53,561,94,148,180,66,457,121,-1,193,39,360,15,-1
25/05/2019,0,242,158,792,645,571,676,46,36,45,9,8,43,-1,328,393,158,61,51,452,400,689,932,98,312,169,250,46,212,-1,607,171,undefined,51,42,458,387,53,195,55,63,32,50,23,-1,34,387,59,114,77,32,329,56,-1,131,37,195,5,-1
25/05/2019,1,152,112,532,371,320,396,12,24,27,10,5,20,-1,199,198,78,34,26,289,233,573,572,59,202,92,181,14,84,-1,590,89,undefined,21,23,249,314,55,168,21,39,26,28,18,-1,11,263,29,80,24,24,230,47,-1,79,15,168,2,-1
25/05/2019,2,107,110,344,222,205,209,10,19,37,10,17,43,-1,135,147,74,26,11,205,150,419,399,52,110,66,109,22,89,-1,277,37,undefined,22,16,122,277,22,113,4,18,14,7,9,-1,9,196,27,64,11,22,138,25,-1,46,17,113,1,-1
25/05/2019,3,104,81,199,140,124,163,10,7,14,1,4,19,-1,96,86,48,19,9,108,123,289,393,22,81,31,101,9,51,-1,265,29,undefined,6,8,83,183,3,54,15,11,16,8,9,-1,5,153,19,81,7,22,98,19,-1,19,12,54,2,-1
25/05/2019,4,43,56,123,76,84,133,15,11,13,4,-1,6,-1,95,60,49,9,18,73,59,229,200,20,67,53,58,10,31,-1,128,25,undefined,6,13,48,87,-1,28,2,12,3,2,3,-1,-1,120,15,38,6,15,33,7,-1,25,8,28,2,-1
25/05/2019,5,26,43,91,112,89,135,5,11,31,8,1,5,-1,85,25,16,38,6,24,85,128,226,27,117,26,76,22,48,-1,65,12,undefined,16,10,77,22,13,46,10,33,19,9,5,-1,4,133,24,45,9,12,40,6,-1,10,13,46,2,-1
25/05/2019,6,73,46,92,99,131,278,38,27,60,7,6,25,-1,126,43,29,59,21,22,40,69,244,42,247,74,124,22,88,-1,84,22,undefined,34,38,183,32,13,108,22,29,18,6,4,-1,-1,104,56,37,26,30,19,6,-1,24,37,108,3,-1
25/05/2019,7,113,94,163,211,241,530,75,92,76,27,15,58,-1,160,79,135,88,52,74,51,93,460,86,555,280,262,55,137,30,87,38,undefined,60,33,329,33,14,212,66,45,17,34,16,-1,18,186,111,95,33,36,45,16,-1,57,63,212,22,-1
25/05/2019,8,400,223,330,586,492,671,144,136,175,58,39,118,-1,251,195,389,150,92,130,55,213,887,117,742,344,513,139,412,29,133,107,undefined,87,81,563,83,66,340,100,128,54,64,44,-1,44,373,255,189,85,101,174,56,-1,142,149,340,66,-1
25/05/2019,9,765,554,514,966,951,914,177,161,170,87,45,199,-1,342,353,610,206,139,234,117,425,1403,179,1096,476,819,274,739,118,217,121,undefined,117,113,902,158,107,510,154,197,106,130,79,396,64,701,438,324,270,153,293,105,-1,176,119,510,117,-1
25/05/2019,10,1738,1220,995,1651,1680,1236,213,230,162,87,59,242,-1,473,565,847,252,144,422,252,603,1711,196,1311,759,1273,378,1481,79,347,224,undefined,128,134,1200,203,139,841,135,239,123,205,104,648,138,1094,647,442,376,196,515,116,-1,276,209,841,189,-1
25/05/2019,11,2518,1744,1404,2198,2542,1477,227,308,174,101,85,317,-1,574,897,1117,309,190,794,469,826,2242,258,1267,975,1539,506,2195,84,487,238,undefined,119,182,1667,220,200,912,190,326,133,116,96,997,155,1628,884,535,552,209,653,145,-1,353,366,912,212,-1
25/05/2019,12,3098,2215,1984,2805,2922,1636,233,318,203,141,112,471,-1,584,1280,1380,305,193,1355,765,1239,2502,237,1458,1415,1793,503,2345,37,763,388,undefined,133,164,1879,153,364,1100,165,377,195,130,157,1435,186,1958,889,636,582,276,665,182,-1,572,853,1100,241,-1
25/05/2019,13,3613,2509,2446,3166,3442,1882,317,428,260,87,121,1008,-1,672,1530,1362,273,195,1434,908,1532,2955,258,1647,1461,1910,454,2900,4,919,374,undefined,149,167,2278,236,236,1310,168,595,263,225,170,1602,217,1925,938,647,672,331,781,172,-1,656,3203,1310,234,-1
25/05/2019,14,3554,2689,2481,3111,3200,2024,379,341,219,106,105,462,-1,664,1664,1406,363,202,1341,721,1468,2984,282,1479,1643,1768,480,2325,4,795,306,undefined,159,193,2281,234,259,956,139,318,201,163,113,1727,160,2044,945,508,688,312,788,205,-1,512,880,956,304,-1
25/05/2019,15,3724,2949,2580,3471,3194,2125,501,330,203,69,114,402,-1,722,1708,1586,369,178,1236,626,1442,3262,311,1528,1620,1383,372,2575,7,888,366,undefined,161,222,2176,234,242,819,140,276,153,174,115,1915,146,2173,742,381,631,211,685,149,-1,594,317,819,246,-1
25/05/2019,16,3551,2624,2501,3203,3543,2064,847,327,192,134,102,714,-1,822,1815,1355,395,219,1307,581,1216,3189,286,1770,1488,862,273,2758,-1,942,434,undefined,228,254,2235,252,227,1212,220,407,188,220,136,1720,139,1938,456,187,578,183,638,183,-1,469,3017,1212,222,-1
25/05/2019,17,3156,2109,2326,2907,3143,2030,3303,318,198,171,69,498,-1,701,1667,990,480,184,1423,836,1266,2987,408,2003,1168,757,205,1883,2,1132,464,undefined,322,339,2223,304,273,1642,178,418,233,219,114,1574,186,1539,313,132,627,171,770,189,-1,524,1486,1642,40,-1
25/05/2019,18,1855,1097,1730,1750,1738,1640,1773,131,124,63,6,63,-1,409,1191,610,434,147,1497,828,935,2186,453,1359,542,521,173,1449,4,996,471,undefined,411,95,1262,158,229,767,143,447,135,110,55,903,197,882,278,82,671,154,476,171,-1,527,309,767,10,-1
25/05/2019,19,1050,526,1899,1388,1562,1077,380,82,83,71,8,65,-1,288,1102,403,288,86,1407,897,974,1570,213,890,274,468,155,1814,8,985,544,undefined,157,43,1166,264,227,464,113,337,116,50,36,749,98,969,241,85,673,151,427,146,-1,444,120,464,9,-1
25/05/2019,20,679,406,1953,1268,763,879,204,60,51,60,6,133,-1,249,1122,292,309,63,1081,749,901,1562,139,664,252,395,104,313,-1,855,547,undefined,64,43,867,263,277,413,81,190,92,54,41,708,76,774,144,75,583,123,417,134,-1,278,56,413,5,-1
25/05/2019,21,611,307,1964,1239,1757,785,777,39,72,82,36,195,-1,360,837,240,155,63,942,761,881,1474,173,687,214,396,95,1413,5,838,567,undefined,161,87,1119,238,324,342,103,151,87,71,41,743,72,710,111,93,376,134,448,95,-1,286,118,342,15,-1
25/05/2019,22,558,381,1767,1329,2016,1197,4111,70,89,67,37,157,-1,532,748,396,328,149,891,796,1048,1791,262,976,455,352,105,1350,2,890,506,undefined,494,582,1956,377,234,456,98,525,80,97,57,828,40,697,134,86,298,78,452,117,-1,313,123,456,18,-1
25/05/2019,23,444,207,1282,815,940,880,199,37,61,35,20,130,-1,382,491,221,162,73,709,579,821,1242,172,676,260,260,60,432,1,730,369,undefined,84,137,912,553,89,394,127,108,52,58,34,605,30,443,88,119,115,67,440,64,-1,173,99,394,6,-1
26/05/2019,0,327,152,873,664,484,631,28,17,33,45,6,77,-1,302,340,146,60,35,458,281,612,854,120,401,133,173,30,178,-1,633,165,undefined,44,62,465,351,48,257,78,63,26,41,22,390,18,350,44,80,38,45,370,54,-1,123,44,257,7,-1
26/05/2019,1,172,154,574,573,305,434,28,11,18,28,-1,36,-1,244,200,88,39,28,279,251,624,696,52,264,172,146,27,96,-1,528,94,undefined,21,25,344,328,25,160,24,21,6,18,9,293,2,261,33,80,16,24,266,19,-1,91,24,160,-1,-1
26/05/2019,2,123,89,361,291,198,216,2,12,23,30,1,32,-1,175,102,50,20,17,167,155,415,414,55,126,65,155,20,98,-1,358,34,undefined,23,18,165,254,12,104,39,32,8,4,2,202,2,194,20,52,14,22,206,10,-1,67,17,104,1,-1
26/05/2019,3,78,74,230,191,106,211,4,3,11,9,3,27,-1,133,88,43,28,28,109,81,376,432,62,111,51,86,10,48,1,262,23,undefined,10,8,102,205,8,80,10,6,3,5,4,146,-1,136,16,51,7,6,143,8,-1,37,7,80,1,-1
26/05/2019,4,56,41,158,107,114,217,22,4,5,2,-1,1,-1,140,46,41,12,7,65,49,277,331,38,81,39,88,13,82,1,152,19,undefined,11,7,53,69,13,55,17,12,1,4,1,95,7,99,19,40,15,18,83,7,-1,38,7,55,2,-1
26/05/2019,5,80,19,94,118,107,167,6,9,12,7,1,2,-1,107,48,28,13,8,37,59,196,281,32,110,21,75,12,87,-1,272,9,undefined,16,18,49,26,7,42,27,18,4,2,2,97,3,100,18,43,3,9,25,5,-1,12,6,42,3,-1
26/05/2019,6,31,21,91,128,115,198,24,23,34,18,7,37,-1,98,57,54,17,10,35,25,117,291,37,205,62,86,31,138,2,113,17,undefined,20,11,98,29,4,96,24,11,5,1,-1,91,-1,118,39,23,2,19,28,17,-1,23,10,96,4,-1
26/05/2019,7,107,78,127,175,209,265,50,53,37,22,19,62,-1,139,68,64,56,38,34,38,115,501,72,341,183,179,38,190,16,93,20,undefined,42,27,228,36,14,175,16,54,15,16,11,113,7,165,78,58,29,29,59,61,-1,63,18,175,9,-1
26/05/2019,8,229,142,274,268,400,483,139,113,103,33,41,162,-1,207,152,208,206,55,95,83,143,739,84,627,344,389,99,374,59,127,70,undefined,106,67,566,53,17,272,98,96,44,49,28,240,34,250,189,121,59,66,152,44,-1,112,67,272,50,-1
26/05/2019,9,689,380,415,619,810,729,218,174,167,60,64,268,-1,248,250,372,170,74,153,119,220,1115,213,903,581,678,201,840,65,225,115,undefined,79,102,923,111,75,439,96,139,68,105,45,359,76,633,370,270,165,117,252,61,-1,203,98,439,91,-1
26/05/2019,10,1340,1019,791,1235,1867,1122,257,255,125,97,70,344,-1,441,525,858,275,126,381,293,463,1535,267,1278,1118,1194,390,1505,61,414,178,undefined,138,178,1425,146,102,715,107,185,121,144,73,718,129,1076,641,433,349,213,356,127,-1,298,187,715,141,-1
26/05/2019,11,2158,1641,1141,1909,2407,1527,553,295,130,76,138,582,-1,567,800,949,460,158,741,598,693,2124,286,1324,1584,1468,445,2236,25,466,232,undefined,309,365,1848,143,136,906,136,253,156,124,113,888,128,1284,766,667,477,243,450,122,-1,384,290,906,207,-1
26/05/2019,12,2750,1940,1758,2475,2942,1765,1311,311,177,108,84,552,-1,663,1202,1325,356,138,1285,980,979,2467,274,1299,1716,1770,443,2558,167,751,254,undefined,210,459,2221,189,289,978,122,338,179,98,100,1510,177,1657,879,634,545,339,511,124,-1,529,399,978,269,-1
26/05/2019,13,3114,2188,2107,2735,2700,1853,389,270,217,115,121,624,-1,645,1430,1166,408,152,1503,1142,1078,2606,234,1330,1681,1868,433,2459,762,804,433,undefined,188,190,2200,162,228,1064,86,421,225,119,124,1368,165,1727,925,596,678,365,774,207,-1,620,778,1064,337,-1
26/05/2019,14,3338,2190,2224,2607,2786,1842,324,379,237,156,79,819,-1,718,1548,1107,325,161,1335,766,1012,2751,334,1823,1692,1709,391,2608,882,830,400,undefined,104,143,2240,146,231,1309,91,196,201,117,103,1407,167,1698,926,499,667,351,705,187,-1,450,3416,1309,306,-1
26/05/2019,15,3319,2283,2157,2753,2470,1860,1409,315,194,148,87,561,-1,793,1538,1156,320,118,1277,632,1023,2729,225,1515,1664,1324,332,2102,647,772,418,undefined,130,240,1944,136,171,911,89,260,193,128,83,1418,130,1659,865,346,692,286,602,152,-1,430,1918,911,263,-1
26/05/2019,16,3024,1968,2073,2535,2303,1970,763,218,168,99,70,290,-1,721,1428,990,281,126,1112,458,931,3121,291,1306,1413,813,234,2127,599,747,374,undefined,108,184,1687,151,197,690,70,232,173,143,65,1339,132,1768,594,233,576,243,608,170,-1,457,425,690,172,-1
26/05/2019,17,2338,1328,2005,2040,1647,1671,144,226,87,121,52,304,-1,627,1400,576,282,115,1102,655,1002,3021,230,1292,1161,610,178,1084,250,815,410,undefined,84,106,1449,156,202,836,78,217,200,185,94,1087,169,1471,320,146,494,155,575,179,-1,471,2031,836,68,-1
26/05/2019,18,1912,773,2178,1602,1067,1419,46,260,239,197,41,623,-1,585,1238,384,192,110,1229,834,979,2030,255,1643,867,565,140,545,118,842,517,undefined,87,83,1249,131,240,1670,90,263,207,231,103,998,157,1129,203,119,460,158,474,206,-1,442,3298,1670,22,-1
26/05/2019,19,984,434,1948,1175,942,1100,59,59,72,84,37,240,-1,415,1152,243,155,45,1185,798,866,1791,170,761,285,552,138,411,92,766,445,undefined,68,68,869,104,167,611,44,156,146,117,38,788,98,860,149,143,334,133,337,162,-1,374,262,611,17,-1
26/05/2019,20,490,250,1398,918,605,861,23,54,53,51,17,150,-1,297,797,279,141,55,917,508,730,1429,181,599,236,446,99,253,40,711,395,undefined,39,46,701,80,164,442,48,98,111,116,44,733,78,609,155,74,306,84,294,125,-1,243,90,442,19,-1
26/05/2019,21,149,148,815,375,179,564,5,17,17,19,1,21,-1,123,457,117,81,22,436,236,353,832,785,403,68,164,58,74,9,351,306,undefined,22,10,230,40,69,200,69,59,68,30,27,268,53,182,73,43,228,46,122,85,-1,103,47,200,1,-1
26/05/2019,22,206,110,617,328,199,417,3,16,33,26,6,31,-1,134,299,83,62,28,306,176,365,795,64,401,56,197,29,58,4,366,112,undefined,31,25,197,96,35,214,23,268,76,37,16,273,9,252,52,53,70,50,89,65,-1,119,49,214,7,-1
26/05/2019,23,93,73,400,192,168,331,4,14,22,25,4,28,-1,146,128,24,34,27,170,104,207,584,56,223,82,158,42,52,9,204,59,undefined,25,9,145,22,23,141,30,23,46,53,25,121,20,180,46,61,10,26,54,52,-1,57,48,141,5,-1
