Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
30/05/2019,23,137,81,534,787,279,445,6,11,50,19,3,39,-1,175,220,118,47,49,304,162,342,739,50,324,87,187,32,148,20,312,98,undefined,17,27,185,89,14,196,46,35,64,53,22,194,55,210,40,64,40,22,116,60,-1,76,20,196,6,-1
31/05/2019,0,99,67,339,446,146,148,7,22,15,22,8,20,-1,77,107,47,35,18,167,121,270,282,42,155,44,155,16,83,14,215,33,undefined,9,5,88,51,14,122,25,21,34,30,11,123,20,154,22,80,14,29,85,52,-1,34,24,122,2,-1
31/05/2019,1,56,25,145,108,69,51,4,7,4,5,2,7,-1,20,48,48,10,4,80,70,199,185,28,90,36,110,17,21,16,124,21,undefined,-1,9,38,22,18,72,5,14,18,9,15,69,1,109,23,61,20,15,31,28,-1,29,13,72,2,-1
31/05/2019,2,35,19,137,55,67,50,2,6,8,2,2,2,-1,26,32,12,17,9,68,52,129,124,12,34,25,77,11,17,5,86,16,undefined,2,2,22,10,5,43,3,8,11,4,-1,39,5,63,13,38,8,17,31,11,-1,8,11,43,-1,-1
31/05/2019,3,23,23,89,36,47,37,1,-1,9,1,-1,-1,-1,8,29,6,5,1,38,43,148,199,24,29,7,43,2,45,4,90,6,undefined,3,14,24,17,1,22,9,8,7,7,6,20,1,74,6,15,2,13,12,14,-1,12,10,22,2,-1
31/05/2019,4,19,16,69,58,65,75,4,3,10,2,-1,2,-1,50,28,19,6,9,22,25,54,155,12,39,24,26,3,45,9,51,20,undefined,6,7,24,13,-1,20,5,6,9,3,3,31,5,53,7,5,3,16,11,4,-1,10,12,20,1,-1
31/05/2019,5,28,22,71,84,116,244,24,42,99,22,4,13,-1,99,40,27,91,34,26,27,69,202,47,382,89,91,15,86,15,37,21,undefined,20,36,112,25,15,113,18,48,20,17,14,47,16,108,23,41,13,10,21,8,-1,11,62,113,1,-1
31/05/2019,6,114,81,162,223,372,881,72,88,532,75,3,45,-1,235,85,298,271,155,39,25,91,615,209,1130,203,137,28,297,53,49,58,undefined,90,47,683,73,12,385,98,94,56,28,25,141,20,170,57,30,31,28,37,18,-1,59,371,385,3,-1
31/05/2019,7,422,279,338,510,931,2002,244,284,2222,329,21,123,-1,569,277,490,911,742,70,108,142,1568,742,2461,576,258,87,829,151,182,60,undefined,211,112,988,250,50,1165,296,267,151,131,47,345,71,465,137,79,59,135,184,85,-1,123,1368,1165,44,-1
31/05/2019,8,939,639,643,1059,1767,3888,411,455,4207,560,32,195,-1,1175,662,891,2064,1700,215,139,342,2830,1559,4485,964,596,180,1552,197,383,160,undefined,543,200,1859,569,112,2114,776,741,398,383,140,807,273,938,261,102,173,175,560,264,-1,386,2652,2114,260,-1
31/05/2019,9,1071,834,688,1249,1360,2351,243,257,2685,441,7,126,-1,671,797,880,1429,887,215,169,362,2128,877,3071,723,658,168,1231,140,267,157,undefined,413,114,1028,523,86,1560,665,553,511,492,179,752,316,815,291,133,212,152,452,353,-1,363,1874,1560,237,-1
31/05/2019,10,1413,1086,905,1562,1250,1227,139,166,977,267,12,78,-1,343,721,1060,820,461,341,247,512,1736,559,1781,611,779,184,1045,145,371,199,undefined,267,199,859,490,136,1100,503,549,486,596,175,845,213,972,407,200,269,162,420,282,-1,452,973,1100,420,-1
31/05/2019,11,1906,1543,1307,1970,1356,1346,121,190,820,238,4,77,-1,513,970,1317,651,393,643,356,599,2043,542,1691,547,1370,177,1221,179,562,260,undefined,220,132,918,418,191,1115,497,596,545,541,192,1044,317,1109,376,268,358,205,507,294,-1,490,754,1115,326,-1
31/05/2019,12,3085,2437,1953,2841,1655,1969,226,490,1660,505,29,195,-1,541,1562,1913,1227,448,1121,808,1387,2763,964,2626,896,1569,273,1556,296,993,274,undefined,304,190,1784,1132,233,1709,1188,934,759,639,224,1694,362,1689,585,423,496,318,816,387,-1,731,1632,1709,469,-1
31/05/2019,13,3398,2732,2062,3106,1784,2055,227,442,1504,443,44,291,-1,572,1694,2124,1298,558,1330,850,1386,3041,1048,2625,1014,1570,255,1431,279,1120,651,undefined,328,273,1778,1174,284,1822,1298,948,906,877,289,2190,449,2211,676,481,466,239,984,432,-1,866,1587,1822,526,-1
31/05/2019,14,3023,2122,2094,2719,1777,2002,153,306,1096,297,32,185,-1,606,1709,1654,766,483,1143,548,1075,2858,679,2296,994,1186,231,1516,367,714,321,undefined,232,196,1306,618,201,1351,638,514,748,717,243,1826,385,1829,507,356,400,246,836,400,-1,634,1049,1351,576,-1
31/05/2019,15,3020,2219,2014,2764,1848,2428,156,269,1452,365,31,157,-1,808,1632,1515,663,593,953,491,896,3131,595,2827,1263,1140,253,1393,346,756,268,undefined,242,184,1481,548,228,1393,400,552,702,704,287,1754,332,1849,460,252,470,234,761,406,-1,598,1280,1393,397,-1
31/05/2019,16,3038,2257,1964,2913,2057,3122,189,453,2951,642,14,147,-1,969,1748,1348,796,1089,878,497,1086,3559,865,4285,1222,817,198,1617,237,970,301,undefined,444,184,1760,666,179,1986,531,558,597,525,208,1683,244,1697,408,172,397,198,743,311,-1,657,1668,1986,251,-1
31/05/2019,17,3811,2271,2894,3563,3132,4510,421,593,3556,687,32,223,-1,1431,2177,1582,1139,1524,1384,733,1404,4208,1105,4879,1283,834,226,2377,304,1373,403,undefined,540,262,2550,868,274,2678,646,775,744,719,289,2078,346,2244,386,126,599,191,955,575,-1,822,2915,2678,63,-1
31/05/2019,18,3424,1724,3165,2879,2656,2850,340,397,1442,413,28,374,-1,901,2100,1126,715,662,1764,987,1434,3624,642,3132,1126,681,233,2167,252,1330,452,undefined,283,180,2012,720,212,2114,349,573,427,525,201,1638,247,1706,316,108,677,158,789,372,-1,680,3410,2114,21,-1
31/05/2019,19,2408,1294,2607,2150,1869,1753,412,232,752,255,19,454,-1,485,1785,712,348,327,1809,1207,1380,2651,381,2106,864,648,171,1865,203,1277,529,undefined,196,168,1493,419,279,1523,182,367,264,350,191,1460,174,1324,256,125,617,166,726,249,-1,489,5942,1523,26,-1
31/05/2019,20,1884,907,2359,1793,1271,1325,201,146,247,91,20,147,-1,536,1650,527,260,158,1561,1106,1174,2287,287,1113,601,580,152,762,147,1156,515,undefined,87,118,1224,283,219,670,99,204,212,222,111,1372,74,1150,228,120,528,102,696,190,-1,427,663,670,40,-1
31/05/2019,21,1309,545,2478,1690,2292,1457,262,88,223,98,18,141,-1,472,1324,392,220,126,1353,862,1045,2203,233,1106,813,534,136,1743,167,1133,584,undefined,115,143,1193,385,225,601,102,205,201,206,79,1344,104,1072,197,129,459,120,634,229,-1,340,760,601,38,-1
31/05/2019,22,615,411,2080,1117,1313,1227,83,154,209,185,32,440,-1,524,988,316,233,147,1141,990,957,1829,316,1590,413,472,96,706,137,1108,488,undefined,142,141,1002,399,172,1615,128,401,120,115,57,1092,69,702,136,129,338,105,555,131,-1,314,8630,1615,22,-1
31/05/2019,23,503,222,1406,1067,947,980,615,51,72,71,14,100,-1,432,545,244,131,97,723,473,770,1332,142,680,261,345,56,377,95,768,277,undefined,103,147,795,346,55,765,73,93,92,74,59,708,47,561,94,101,156,66,343,103,-1,151,1102,765,19,-1
