Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street
15/02/2019,5,25,27,-1,69,37,244,-1,55,122,19,9,19,-1,111,33,22,73,38,22,15,89,168,56,312,109,92,10,102,45,25,16,undefined,13,26,198,30,8,111,36,20,10,5,8,-1,-1,1,111,12,25,9,15,15,8,-1,11,83,111,59
15/02/2019,6,128,84,-1,212,70,874,-1,155,648,77,36,79,-1,274,82,151,240,172,44,29,91,742,192,1130,245,163,34,319,334,68,28,undefined,79,52,891,74,11,350,106,88,59,26,23,-1,-1,18,180,54,47,25,50,44,42,-1,57,531,350,181
15/02/2019,7,378,245,-1,449,158,1683,-1,397,2160,291,58,205,-1,629,258,411,800,701,103,117,182,1309,652,2223,661,334,85,609,824,188,66,undefined,211,148,1414,212,58,1148,359,239,127,42,38,-1,-1,50,482,156,131,91,69,171,68,-1,120,1875,1148,426
15/02/2019,8,883,649,-1,1054,355,3793,-1,566,4337,573,64,378,-1,1468,745,803,2091,1836,209,159,290,2829,1390,4652,1219,723,166,1329,1365,318,123,undefined,493,246,2841,661,99,2284,747,633,381,183,139,-1,-1,157,1086,259,134,174,175,631,214,-1,403,4239,2284,1306
15/02/2019,9,1019,773,-1,1159,329,2066,-1,307,2663,467,43,250,-1,748,712,975,1324,1018,211,208,414,1923,917,3204,546,652,170,960,838,233,135,undefined,431,265,1723,578,110,1502,836,572,406,254,146,-1,-1,211,1046,291,168,196,248,470,131,-1,425,2850,1502,940
15/02/2019,10,1188,1279,-1,1514,299,1351,-1,182,1028,335,54,219,-1,473,753,1126,908,515,420,294,561,1900,480,1748,525,868,174,865,670,331,170,undefined,233,215,1399,503,174,1227,638,546,370,154,66,-1,-1,182,1095,399,237,259,233,395,127,-1,471,1343,1227,1007
15/02/2019,11,1687,1835,-1,2301,471,1598,-1,227,878,248,54,252,-1,506,932,1369,913,504,642,461,828,2357,752,1774,693,1162,242,1218,920,548,291,undefined,204,187,1751,579,190,1218,665,522,605,239,93,-1,-1,148,1480,471,354,387,233,513,217,-1,531,1172,1218,1218
15/02/2019,12,3535,3155,-1,3392,793,2557,-1,658,1937,578,127,539,-1,776,1523,2184,1697,702,1231,882,1735,3370,1278,2941,1206,1817,350,1514,964,1117,438,undefined,396,354,3367,1078,331,1950,1383,943,629,319,130,-1,-1,350,2275,764,531,508,346,890,281,-1,833,2840,1950,1880
15/02/2019,13,3703,3338,-1,3578,791,2571,-1,562,1706,610,179,562,-1,763,1707,2262,1671,774,1220,1001,1618,3482,1175,2665,1146,1737,286,1686,1258,1109,386,undefined,402,390,3187,1284,364,1885,1381,925,632,413,215,-1,2,391,2359,678,574,536,332,1048,350,-1,944,2349,1885,1730
15/02/2019,14,2990,2337,-1,3069,841,2215,-1,288,1131,306,92,335,-1,591,1473,1659,955,611,1099,604,998,3124,678,2205,1087,1168,273,1717,1326,743,299,undefined,322,291,2474,742,235,1300,707,602,481,312,138,-1,-1,178,1991,536,343,388,273,847,322,-1,605,1327,1300,1554
15/02/2019,15,3067,2287,-1,2927,826,2601,-1,295,1617,288,64,305,-1,793,1543,1512,784,606,959,489,988,3173,669,2674,1282,973,272,1778,1392,734,264,undefined,319,242,2414,621,163,1512,455,487,489,320,180,-1,-1,167,1931,520,327,409,231,726,319,-1,595,1310,1512,1570
15/02/2019,16,3077,2503,-1,3342,1203,3380,-1,493,3325,489,88,425,-1,1156,1892,1594,846,1134,1017,531,1080,3698,882,3875,1429,976,294,1812,1999,785,312,undefined,445,274,2650,672,208,2141,551,543,422,337,134,-1,-1,182,2100,482,263,379,229,715,287,-1,600,2832,2141,1444
15/02/2019,17,3805,2704,-1,3754,1656,5054,-1,646,3546,579,113,602,-1,1670,2201,1670,1342,1502,1223,727,1338,4141,1162,4588,1776,832,214,2567,2607,1212,362,undefined,569,433,4061,918,237,2566,734,676,446,331,167,-1,-1,181,2529,394,191,505,214,878,351,-1,778,3832,2566,1601
15/02/2019,18,3457,2054,-1,3279,1872,3589,-1,475,1616,237,165,694,-1,1052,1914,1234,735,663,1403,1002,1535,3659,653,2765,1488,692,198,2756,2393,1165,521,undefined,291,288,3715,690,231,1735,486,492,251,245,137,-1,-1,154,1965,322,146,634,191,910,266,-1,704,3233,1735,1157
15/02/2019,19,2546,1454,-1,2514,1918,2530,-1,299,672,168,182,782,-1,801,1574,742,401,311,1573,1162,1388,2945,346,1658,1403,563,163,2733,2552,1126,740,undefined,137,183,3504,466,351,1147,320,437,234,173,120,-1,-1,62,1539,260,173,670,204,818,200,-1,492,3357,1147,1046
15/02/2019,20,2059,1131,-1,2293,1657,2092,-1,246,347,137,189,570,-1,668,1528,536,345,184,1493,1221,1402,2596,232,1082,1144,555,179,1087,2712,1158,816,undefined,118,148,2868,306,360,687,212,241,149,75,53,-1,-1,58,1448,202,162,652,185,771,155,-1,430,663,687,699
15/02/2019,21,1349,642,-1,1992,1251,1907,-1,165,223,93,175,481,-1,672,1306,432,274,119,1249,999,1300,2488,267,1090,863,495,144,1291,1345,1154,829,undefined,69,127,2326,344,327,599,151,214,123,36,27,-1,-1,68,1260,198,144,475,130,756,157,-1,416,561,599,688
15/02/2019,22,804,395,-1,1719,1078,1550,-1,116,180,114,104,356,-1,630,900,357,272,155,1023,1173,1097,1911,222,889,715,393,111,1974,1610,989,710,undefined,128,164,2471,513,251,532,225,365,54,39,30,-1,-1,32,779,158,116,325,98,493,106,-1,339,1511,532,471
15/02/2019,23,507,315,-1,1605,985,1345,-1,107,146,109,72,371,-1,521,570,271,138,105,704,896,859,1889,277,884,457,299,93,1737,3036,823,415,undefined,90,119,1870,537,156,829,90,126,32,10,15,-1,-1,26,566,104,117,176,88,493,58,-1,171,2854,829,285
16/02/2019,0,264,179,-1,881,490,764,-1,50,39,35,19,66,-1,387,270,132,76,49,469,362,665,1110,109,436,253,210,36,277,363,670,271,undefined,88,74,838,349,38,315,38,56,13,5,6,-1,-1,9,335,51,125,57,48,340,36,-1,163,104,315,173
16/02/2019,1,209,122,-1,647,189,368,-1,32,33,28,24,37,-1,229,185,90,43,31,290,248,512,667,66,185,196,127,26,73,144,440,154,undefined,28,29,347,349,23,164,32,24,6,6,3,-1,-1,14,218,37,67,22,45,239,28,-1,92,55,164,117
16/02/2019,2,112,109,-1,1008,108,279,-1,10,28,11,6,9,-1,157,133,57,25,19,145,167,355,445,68,103,84,94,21,60,63,296,70,undefined,19,13,183,297,14,89,5,18,11,3,2,-1,-1,1,172,29,70,21,28,134,12,-1,49,22,89,102
16/02/2019,3,102,74,-1,460,45,119,-1,3,14,2,1,2,-1,101,80,36,19,11,105,115,255,329,35,62,60,79,27,54,69,250,18,undefined,9,13,77,241,6,65,11,11,5,-1,-1,-1,-1,1,154,32,61,7,13,111,13,-1,47,33,65,79
16/02/2019,4,36,45,-1,442,66,121,-1,3,5,6,2,4,-1,94,44,33,23,11,66,66,165,211,21,44,14,69,6,42,56,97,11,undefined,4,9,54,185,2,33,4,13,4,-1,1,-1,-1,3,86,6,23,4,17,39,7,-1,24,17,33,51
16/02/2019,5,33,31,-1,78,35,126,-1,17,21,5,1,9,-1,75,31,22,31,24,26,41,131,183,29,149,50,65,10,48,44,57,24,undefined,13,16,90,34,1,45,12,18,9,1,1,-1,-1,5,86,22,37,15,14,12,6,-1,11,17,45,31
16/02/2019,6,50,38,-1,82,36,269,-1,49,61,12,10,42,-1,128,29,29,59,23,41,31,89,211,44,274,112,134,32,66,87,69,29,undefined,56,52,293,23,8,101,25,40,8,1,5,-1,-1,4,93,58,49,20,30,23,5,-1,19,35,101,49
16/02/2019,7,107,61,-1,174,89,382,-1,112,83,45,39,89,-1,176,88,89,87,49,40,41,77,453,33,596,255,257,59,93,192,58,34,undefined,120,54,480,44,14,255,45,46,37,8,8,-1,-1,6,148,95,95,25,47,63,14,-1,43,98,255,127
16/02/2019,8,316,255,-1,373,117,583,-1,138,134,79,32,136,-1,220,175,223,147,69,138,55,125,857,74,798,695,485,123,275,383,138,69,undefined,83,93,761,94,73,359,108,107,60,12,22,-1,-1,35,326,261,160,96,103,137,43,-1,159,208,359,225
16/02/2019,9,708,540,-1,810,213,900,-1,162,181,83,39,194,-1,361,284,522,261,107,190,175,249,1325,121,1281,597,801,220,486,592,273,113,undefined,173,124,1122,129,115,614,224,171,133,54,53,-1,-1,66,636,395,227,228,171,367,80,-1,262,214,614,422
16/02/2019,10,1327,1159,-1,1317,476,1210,-1,275,226,96,62,366,-1,430,586,859,278,143,428,293,376,1654,146,1480,758,1209,349,960,1152,368,212,undefined,118,139,1540,179,159,727,230,210,307,62,70,-1,-1,72,1045,575,406,384,254,409,102,-1,391,328,727,509
16/02/2019,11,2330,1843,-1,2137,654,1499,-1,322,243,178,123,437,-1,508,1033,1094,355,192,718,511,677,2348,180,1624,1020,1577,419,1362,1500,533,265,undefined,171,195,1934,248,233,979,182,236,317,94,49,-1,-1,64,1507,775,608,502,317,578,125,-1,476,381,979,772
16/02/2019,12,3032,2230,-1,2676,857,1813,-1,281,195,120,149,416,-1,591,1308,1200,341,201,1354,702,919,2574,138,1616,1136,1876,519,1873,1863,774,278,undefined,114,205,2126,330,234,968,185,329,261,95,69,-1,-1,106,1848,920,691,515,329,573,133,-1,581,325,968,825
16/02/2019,13,3301,2623,-1,3083,1276,1979,-1,301,199,107,146,432,-1,664,1528,1439,364,254,1463,705,1215,3174,227,1436,1448,1832,500,2719,2309,894,333,undefined,126,234,2629,196,241,844,145,533,310,168,95,-1,-1,114,2107,972,626,604,387,813,177,-1,709,356,844,916
16/02/2019,14,3424,2861,-1,3326,1253,2125,-1,309,202,126,165,524,-1,740,1599,1479,335,177,1424,607,1046,3169,292,1418,1709,1587,425,2052,2219,792,466,undefined,222,227,2691,246,276,791,173,272,269,157,114,-1,-1,70,2131,825,501,508,341,736,228,-1,565,359,791,911
16/02/2019,15,3629,2986,-1,3289,1271,2362,-1,340,236,115,213,601,-1,805,1675,1372,380,242,1312,633,1174,3060,291,1571,1835,1288,321,2019,2316,831,354,undefined,199,252,3055,261,230,858,143,284,213,156,83,-1,-1,53,2065,727,384,535,306,697,253,-1,568,372,858,1063
16/02/2019,16,3651,2712,-1,3221,1332,2338,-1,302,208,128,203,562,-1,738,1616,1431,386,195,1249,649,1119,3423,300,1573,1936,779,254,2610,2616,857,417,undefined,237,270,3065,245,246,883,179,359,176,142,81,-1,-1,71,1864,438,209,577,213,685,160,-1,495,348,883,951
16/02/2019,17,3195,2241,-1,3094,1507,2473,-1,320,239,97,196,628,-1,810,1740,977,410,213,1446,765,1198,3169,257,1562,1738,627,222,2171,3151,1031,525,undefined,157,309,3339,222,264,981,177,291,213,120,77,-1,-1,94,1590,303,163,637,180,835,206,-1,524,351,981,984
16/02/2019,18,2653,1604,-1,2445,1505,2123,-1,249,198,113,166,591,-1,837,1745,641,408,205,1500,1066,1390,2554,286,1405,1654,605,193,2057,2978,965,592,undefined,183,296,3692,255,328,848,253,392,164,106,59,-1,-1,61,1488,271,144,735,217,543,217,-1,488,431,848,863
16/02/2019,19,2052,793,-1,2044,1463,2021,-1,225,131,86,180,747,-1,701,1455,521,273,182,1552,1164,1261,2376,194,1087,1164,547,129,2236,2214,1131,843,undefined,133,332,3653,221,520,665,175,342,133,64,41,-1,-1,57,1505,221,190,859,217,752,119,-1,489,286,665,786
16/02/2019,20,1289,566,-1,2096,1280,1763,-1,168,128,81,187,754,-1,698,1439,457,300,131,1378,1120,1129,2221,233,812,979,532,123,999,1808,953,1207,undefined,95,193,4203,273,597,531,128,242,151,51,31,-1,-1,43,1177,180,134,792,134,567,133,-1,456,209,531,663
16/02/2019,21,911,436,-1,1926,1216,1815,-1,641,126,84,223,599,-1,632,1112,393,181,85,1155,910,1167,2119,206,818,1428,458,103,2499,3249,1036,1086,undefined,77,190,3363,246,556,430,180,253,104,24,34,-1,-1,49,980,162,130,731,182,587,133,-1,433,220,430,607
16/02/2019,22,596,374,-1,1514,1036,1700,-1,130,113,115,284,1051,-1,664,896,372,232,139,1051,904,1053,1732,184,882,961,305,143,1746,1750,944,939,undefined,112,372,3110,329,402,409,167,400,85,20,23,-1,-1,32,724,155,104,591,122,576,72,-1,322,193,409,397
16/02/2019,23,363,336,-1,1668,931,1337,-1,74,96,47,88,319,-1,574,578,321,158,107,712,747,841,1534,203,755,563,294,92,440,899,930,697,undefined,109,287,2571,385,180,399,75,192,57,14,17,-1,-1,20,541,101,129,313,95,480,82,-1,252,146,399,331
17/02/2019,0,240,181,-1,731,640,957,-1,51,34,61,38,142,-1,402,315,163,96,44,554,450,824,1029,156,512,372,196,51,200,300,639,306,undefined,82,73,892,411,59,317,91,94,19,4,11,-1,-1,7,420,70,84,74,72,401,31,-1,169,92,317,201
17/02/2019,1,159,129,-1,532,288,648,-1,26,21,27,43,73,-1,262,174,147,42,45,382,307,678,786,118,296,156,210,37,91,178,520,166,undefined,40,46,523,322,35,150,41,31,17,4,7,-1,-1,11,267,52,102,42,39,284,24,-1,95,40,150,135
17/02/2019,2,178,70,-1,341,142,485,-1,14,26,34,32,58,-1,262,105,51,18,32,299,206,533,578,68,148,97,118,39,65,117,374,44,undefined,19,11,306,231,11,84,38,29,11,9,3,-1,-1,6,204,32,51,15,22,212,19,-1,42,28,84,67
17/02/2019,3,147,83,-1,260,101,291,-1,11,30,20,5,22,-1,144,72,41,9,14,193,173,404,515,58,133,105,96,18,71,74,284,25,undefined,25,6,101,156,12,105,20,6,7,-1,2,-1,-1,2,167,24,64,13,32,188,8,-1,76,33,105,55
17/02/2019,4,42,59,-1,117,95,289,-1,4,17,1,5,11,-1,172,56,31,31,8,64,124,244,408,40,94,36,83,11,37,59,171,34,undefined,8,14,91,78,5,55,24,4,3,2,2,-1,-1,1,130,17,44,10,17,64,5,-1,30,13,55,49
17/02/2019,5,32,34,-1,93,38,211,-1,3,22,2,3,10,-1,116,46,17,18,13,38,42,154,285,32,79,26,82,12,52,48,159,4,undefined,13,11,53,22,6,47,5,12,2,2,1,-1,-1,-1,82,20,36,7,11,23,16,-1,19,18,47,49
17/02/2019,6,57,34,-1,153,53,215,-1,24,28,14,22,55,-1,115,51,30,28,13,35,33,95,297,66,170,90,67,19,127,63,120,27,undefined,39,22,174,14,8,73,11,25,4,3,1,-1,-1,1,104,26,34,6,57,41,17,-1,22,14,73,25
17/02/2019,7,76,55,-1,193,83,312,-1,87,60,39,34,74,-1,138,48,94,56,33,59,86,71,500,83,277,188,203,24,213,172,106,129,undefined,61,36,360,41,38,164,23,30,17,10,15,-1,-1,7,189,60,66,22,21,56,24,-1,71,94,164,62
17/02/2019,8,169,141,-1,349,116,598,-1,148,116,54,36,196,-1,231,117,177,159,58,77,69,107,769,105,610,557,302,73,392,322,123,191,undefined,77,69,861,76,84,202,69,83,40,40,35,-1,-1,13,315,160,91,70,67,141,42,-1,114,183,202,162
17/02/2019,9,670,489,-1,651,241,923,-1,206,132,119,93,335,-1,323,243,405,168,96,156,126,218,1271,198,853,582,788,177,789,685,236,247,undefined,72,93,1295,126,163,381,145,137,116,98,62,-1,-1,42,644,285,309,137,146,251,83,-1,214,158,381,277
17/02/2019,10,1260,943,-1,1095,510,1344,-1,246,139,122,93,536,-1,493,541,722,268,155,348,328,377,1784,301,1221,879,1136,347,1353,1291,359,356,undefined,127,131,2042,156,206,652,150,170,177,105,64,-1,-1,62,1083,614,422,325,223,368,99,-1,336,479,652,449
17/02/2019,11,2108,1535,-1,1840,782,1598,-1,283,179,110,126,565,-1,443,795,943,324,151,780,485,728,2143,307,1157,1081,1638,405,1929,1690,526,423,undefined,102,175,2462,174,243,695,145,197,167,104,73,-1,-1,56,1282,816,571,431,285,544,116,-1,454,589,695,569
17/02/2019,12,2644,1965,-1,2494,1137,1942,-1,267,220,168,194,775,-1,572,1150,1143,297,185,1262,828,877,2567,252,1307,1155,1908,453,2140,2035,744,350,undefined,96,188,2732,186,307,886,85,274,265,164,93,-1,-1,91,1818,1029,698,480,329,556,137,-1,550,1688,886,667
17/02/2019,13,2820,2225,-1,2730,936,1972,-1,386,219,150,245,1111,-1,580,1449,1178,375,180,1340,878,990,2674,283,1486,1516,1903,464,2473,2366,899,486,undefined,110,162,2526,167,269,1075,81,478,321,187,87,-1,-1,100,1975,1046,748,598,343,726,186,-1,594,5867,1075,808
17/02/2019,14,2828,2252,-1,2725,1132,2158,-1,308,260,104,283,1180,-1,732,1613,1135,298,173,1224,673,1033,2689,289,1478,1576,1739,423,2834,2488,844,470,undefined,152,193,2995,192,235,1081,114,227,186,136,52,-1,-1,63,1849,905,597,659,368,619,183,-1,497,8128,1081,761
17/02/2019,15,2839,2344,-1,2654,946,2056,-1,253,195,55,204,723,-1,769,1526,1161,280,174,1158,556,1097,2524,272,1328,1369,1419,345,2038,2307,765,512,undefined,104,136,2629,184,243,793,97,200,216,178,70,-1,-1,82,1801,892,426,660,304,616,175,-1,553,1070,793,867
17/02/2019,16,2577,2110,-1,2682,962,1962,-1,248,169,95,191,633,-1,748,1554,930,216,120,1097,475,1017,2478,273,1204,1217,1020,246,2124,2104,783,567,undefined,109,142,2373,165,194,747,78,263,171,142,76,-1,-1,101,1606,571,295,577,240,594,170,-1,391,783,747,861
17/02/2019,17,2280,1631,-1,2214,843,1817,-1,219,142,65,181,555,-1,625,1494,627,300,139,1193,650,904,2320,204,1255,1149,601,160,2241,2062,767,595,undefined,105,201,2600,184,196,780,110,232,168,134,42,-1,-1,75,1557,264,118,625,180,701,175,-1,472,1238,780,819
17/02/2019,18,1878,1059,-1,1754,826,1753,-1,382,281,127,255,1356,-1,639,1391,534,282,114,1143,775,950,2026,263,1599,1068,559,143,899,1341,793,618,undefined,102,143,2284,167,283,1508,137,289,149,99,46,-1,-1,94,1310,242,158,482,213,473,166,-1,474,8129,1508,738
17/02/2019,19,1361,622,-1,1513,948,1435,-1,187,139,89,198,777,-1,478,1124,301,200,101,1156,853,841,2118,212,979,685,532,135,1295,1513,793,722,undefined,46,104,2303,177,271,797,59,252,268,124,41,-1,-1,57,1177,181,150,439,156,495,130,-1,373,2359,797,727
17/02/2019,20,774,444,-1,1234,787,1296,-1,171,135,109,215,796,-1,591,1058,302,169,86,1071,647,823,2044,220,700,535,480,112,823,1762,719,736,undefined,36,98,1957,130,285,506,78,157,152,33,24,-1,-1,70,842,151,107,392,147,357,88,-1,368,319,506,565
17/02/2019,21,516,295,-1,1026,636,1324,-1,102,103,64,172,568,-1,484,737,225,135,54,821,558,720,1779,162,632,401,390,80,626,1370,571,635,undefined,37,57,1692,145,234,442,70,117,116,15,66,-1,-1,39,693,102,92,318,155,310,107,-1,241,169,442,457
17/02/2019,22,388,186,-1,693,493,939,-1,75,66,48,72,287,-1,307,463,130,91,51,495,326,557,1524,106,399,255,290,49,1227,1415,442,301,undefined,66,77,1034,87,136,311,48,374,75,19,24,-1,-1,25,470,84,80,152,93,206,81,-1,160,117,311,308
17/02/2019,23,149,96,-1,388,242,609,-1,49,52,28,32,115,-1,293,216,83,62,41,192,142,363,1026,72,279,159,196,37,311,575,306,155,undefined,35,28,470,40,55,206,29,37,49,10,14,-1,-1,10,330,54,64,69,63,212,54,-1,72,132,206,210
18/02/2019,0,96,44,-1,173,143,278,-1,33,38,19,12,52,-1,102,81,35,26,18,102,87,215,329,40,120,57,95,25,107,195,189,76,undefined,15,13,184,23,10,83,27,19,21,3,7,-1,-1,10,147,31,48,64,40,71,19,-1,29,44,83,93
18/02/2019,1,80,33,-1,89,42,128,-1,7,8,5,-1,21,-1,21,48,27,13,6,73,43,154,179,18,40,57,91,9,44,54,121,53,undefined,5,5,96,12,20,40,6,16,106,-1,-1,-1,-1,5,90,9,32,3,41,37,20,-1,21,30,40,125
18/02/2019,2,36,18,-1,37,23,100,-1,3,7,5,-1,8,-1,9,35,8,6,10,38,31,80,99,6,31,25,50,10,24,24,89,15,undefined,7,5,31,10,4,38,2,3,39,-1,-1,-1,-1,3,51,14,33,22,8,35,4,-1,19,6,38,40
18/02/2019,3,30,20,-1,24,33,16,-1,5,1,1,-1,9,-1,7,21,10,4,1,29,30,51,118,11,12,14,42,9,47,32,46,3,undefined,1,6,26,9,2,19,11,8,7,-1,-1,-1,-1,2,28,9,20,-1,13,16,6,-1,5,21,19,30
18/02/2019,4,17,15,-1,35,23,44,-1,1,9,2,-1,2,-1,25,12,6,12,4,8,16,35,85,-1,33,37,28,5,58,30,40,21,undefined,6,5,29,9,6,33,4,4,25,-1,2,-1,-1,-1,40,7,15,12,16,8,3,-1,3,12,33,35
18/02/2019,5,49,30,-1,91,36,255,-1,53,132,22,-1,17,-1,112,30,42,76,40,18,25,51,172,55,288,67,42,7,92,76,36,18,undefined,19,28,155,30,6,118,27,17,16,3,4,-1,-1,4,78,11,12,5,16,15,5,-1,15,111,118,68
18/02/2019,6,126,75,-1,223,77,927,-1,159,649,93,-1,108,-1,314,93,138,251,167,38,18,84,734,233,1094,264,100,22,369,370,64,31,undefined,75,58,887,81,9,376,81,80,63,29,28,-1,-1,13,218,33,36,36,37,55,38,-1,53,546,376,230
18/02/2019,7,375,221,-1,510,147,1676,-1,429,2285,319,-1,213,-1,632,347,391,835,831,142,78,184,1410,727,2406,711,211,67,692,922,140,64,undefined,247,130,1370,255,63,1272,308,252,202,82,54,-1,-1,58,566,101,49,66,62,182,132,-1,127,2132,1272,489
18/02/2019,8,854,561,-1,933,308,4086,-1,635,4481,609,-1,413,-1,1526,741,909,2158,1876,219,184,322,3006,1516,4587,1027,430,136,1583,1676,363,137,undefined,547,323,2786,743,80,2320,819,727,531,168,136,-1,-1,158,1162,237,98,140,184,707,171,-1,402,4562,2320,1349
18/02/2019,9,946,599,-1,1016,332,2164,-1,296,2841,476,-1,234,-1,818,672,872,1403,1072,258,145,378,2083,927,3167,554,519,130,1001,1027,276,165,undefined,386,193,1498,576,98,1722,841,514,520,104,116,-1,-1,245,998,211,94,172,161,534,229,-1,347,2985,1722,1094
18/02/2019,10,1161,1075,-1,1474,202,1077,-1,162,947,225,-1,173,-1,366,723,1087,871,556,408,193,513,1816,469,1813,474,617,127,690,787,378,203,undefined,146,181,1211,542,144,1157,607,497,601,119,132,-1,-1,142,1032,260,136,303,159,550,162,-1,169,1404,1157,1206
18/02/2019,11,1722,1522,-1,2066,368,1301,-1,237,703,222,-1,256,-1,433,915,1356,862,463,689,293,686,1984,472,1622,631,659,118,1031,1278,593,228,undefined,153,182,1517,553,162,1173,520,478,830,126,165,-1,-1,158,1359,248,140,296,180,774,256,-1,107,1039,1173,1486
18/02/2019,12,2884,2837,-1,3177,653,2052,-1,651,1685,384,-1,453,-1,638,1523,2065,1756,565,1197,670,1294,2839,1036,2444,970,1108,195,1311,1772,1069,369,undefined,267,348,2641,1129,343,1695,1198,850,810,218,154,-1,-1,286,2185,371,226,491,280,1390,340,-1,120,2336,1695,1994
18/02/2019,13,3141,3032,-1,3411,733,2097,-1,529,1476,353,-1,437,-1,752,1688,2105,1746,718,1164,726,1368,3185,881,2476,963,1056,162,1533,1757,1054,555,undefined,352,402,2550,956,369,1656,1270,806,979,451,228,-1,-1,438,2288,338,182,477,275,1413,321,-1,169,1972,1656,1785
18/02/2019,14,2739,2175,-1,3008,714,1853,-1,253,992,270,-1,254,-1,554,1549,1681,931,530,978,491,1085,2850,555,1916,896,764,161,1411,1563,667,302,undefined,251,240,1804,712,205,1192,612,520,618,291,143,-1,-1,182,1816,357,159,447,211,1062,303,-1,126,1093,1192,1708
18/02/2019,15,2986,1966,-1,2700,690,2165,-1,258,1426,299,-1,183,-1,671,1581,1470,824,600,985,420,1010,3118,554,2536,982,664,237,1807,1624,664,309,undefined,203,233,1768,542,215,1380,482,446,732,326,232,-1,-1,221,1846,374,182,415,176,804,384,-1,460,1396,1380,1682
18/02/2019,16,2858,2092,-1,2819,799,2973,-1,412,3115,603,-1,239,-1,1050,1726,1292,806,1068,940,377,1006,3914,829,3836,1320,639,263,1729,1765,716,293,undefined,338,200,2151,620,156,1960,442,391,580,251,204,-1,-1,168,2133,378,149,384,186,688,333,-1,594,2683,1960,1860
18/02/2019,17,3177,2137,-1,3125,1066,4970,-1,765,4256,922,4,503,-1,1907,2115,1419,1526,2013,1055,577,1254,5101,1255,5069,1537,807,273,2521,2666,818,378,undefined,743,439,3527,807,218,2642,676,601,525,235,191,-1,-1,221,2724,333,114,504,242,920,360,-1,820,4113,2642,1988
18/02/2019,18,2538,1589,-1,2338,959,2881,-1,490,1718,358,-1,461,-1,1043,1771,771,771,795,1228,689,1233,3851,650,2765,1431,734,233,1675,1905,858,479,undefined,268,190,2749,442,239,1370,354,283,377,130,101,-1,-1,112,2072,300,136,562,188,573,243,-1,576,1534,1370,1353
18/02/2019,19,1461,693,-1,1749,813,1681,-1,226,547,142,-1,452,-1,556,1313,441,352,295,1061,660,1048,2618,335,1407,442,584,168,1145,1307,816,424,undefined,116,99,2073,241,250,664,135,191,291,92,65,-1,-1,93,1372,226,116,483,188,497,213,-1,420,582,664,1057
18/02/2019,20,831,427,-1,1282,638,1225,-1,175,259,79,-1,396,-1,459,1084,367,221,130,884,582,948,2022,248,911,368,523,113,591,513,688,456,undefined,114,110,1527,230,206,445,96,146,195,61,58,-1,-1,61,945,178,109,455,142,389,126,-1,302,318,445,693
18/02/2019,21,547,306,-1,960,639,1302,-1,118,129,71,-1,324,-1,440,699,297,173,73,716,523,717,1553,180,814,435,423,95,682,459,507,394,undefined,88,78,1357,203,161,432,73,132,143,28,34,-1,-1,39,674,126,90,332,116,302,137,-1,222,242,432,553
18/02/2019,22,354,222,-1,484,334,834,-1,47,95,55,-1,195,-1,293,467,121,116,57,369,287,554,1269,133,560,170,292,58,883,413,386,210,undefined,46,53,899,80,102,329,101,112,131,41,24,-1,-1,36,419,91,83,180,72,176,80,-1,136,127,329,309
18/02/2019,23,160,71,-1,260,143,583,-1,26,52,16,-1,59,-1,204,187,72,35,26,201,179,280,734,69,270,108,155,43,106,93,244,110,undefined,20,34,301,57,51,194,34,35,117,17,8,-1,-1,10,278,37,51,91,57,97,43,-1,72,75,194,197
19/02/2019,0,85,39,-1,133,83,191,-1,21,11,6,-1,21,-1,74,95,39,20,9,87,75,202,251,49,127,31,108,18,73,44,164,44,undefined,17,25,186,38,16,84,12,22,96,9,6,-1,-1,9,118,31,58,12,50,34,19,-1,37,27,84,97
