Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street
26/02/2019,16,3004,2110,2239,3063,863,3180,-1,448,2948,635,-1,354,-1,1124,2037,1384,867,1091,933,462,972,4169,874,4064,1206,737,224,1788,1831,783,260,undefined,445,283,2310,651,157,2039,636,536,675,541,196,-1,-1,196,2048,346,161,383,199,810,434,-1,683,2848,2039,1668
26/02/2019,17,3492,2336,2458,3313,1153,5226,-1,762,4107,912,-1,515,-1,1945,2226,1459,1513,1913,1123,560,1332,5394,1407,5052,1746,821,261,2554,2628,904,355,undefined,549,383,3777,847,175,2708,805,597,687,523,220,-1,-1,236,2607,376,119,530,227,839,552,-1,835,4227,2708,1859
26/02/2019,18,2804,1749,2356,2622,1109,3255,-1,525,1849,416,-1,445,-1,1230,1977,960,863,885,1257,812,1409,3776,703,3097,1356,723,264,1640,1949,886,353,undefined,291,212,3048,497,212,1519,394,362,389,271,155,-1,-1,140,2020,351,160,604,185,655,327,-1,636,1746,1519,1334
26/02/2019,19,1632,720,2173,1815,921,2029,-1,277,564,141,-1,467,-1,649,1543,511,388,333,1169,709,1012,2831,400,1465,578,628,186,833,1186,880,481,undefined,217,189,2381,311,263,735,180,227,336,246,154,-1,-1,117,1357,250,160,593,229,543,251,-1,455,752,735,1269
26/02/2019,20,916,420,1851,1328,704,1532,-1,201,263,94,-1,490,-1,516,1215,375,266,149,921,573,949,2115,247,1011,436,533,163,711,810,721,433,undefined,148,99,1739,287,237,578,125,172,195,92,86,-1,-1,71,922,213,178,530,208,439,182,-1,342,359,578,1203
26/02/2019,21,515,293,1413,999,620,1330,-1,103,111,81,-1,357,-1,491,874,291,201,93,700,474,794,1875,198,759,545,460,135,969,722,557,391,undefined,78,79,1681,227,213,456,103,106,151,93,115,-1,-1,59,766,189,121,315,120,407,131,-1,255,209,456,1102
26/02/2019,22,279,175,813,518,373,957,-1,64,98,34,-1,214,-1,397,424,123,98,82,457,361,506,1371,170,537,256,303,93,442,459,403,278,undefined,61,117,1025,119,106,330,69,84,212,87,108,-1,-1,21,456,113,128,185,77,202,104,-1,171,121,330,557
26/02/2019,23,172,97,503,408,303,665,-1,52,57,20,-1,93,-1,269,215,125,89,71,248,198,390,1052,101,398,123,274,57,256,456,295,100,undefined,68,188,663,61,47,291,68,47,37,23,32,-1,-1,13,315,83,81,63,83,132,40,-1,77,125,291,340
27/02/2019,0,65,62,268,145,98,312,-1,17,27,3,-1,20,-1,107,60,38,18,19,161,101,234,477,55,154,42,132,23,54,76,193,23,undefined,16,11,174,45,6,92,13,15,54,21,23,-1,-1,13,181,35,73,29,23,57,32,-1,43,26,92,178
27/02/2019,1,46,29,126,66,41,87,-1,7,11,12,-1,14,-1,29,57,16,9,8,108,68,126,144,27,26,27,83,13,32,32,150,15,undefined,6,6,92,11,13,63,2,5,9,5,5,-1,-1,1,88,20,39,6,30,35,14,-1,28,10,63,121
27/02/2019,2,25,19,69,29,17,72,-1,4,9,1,-1,4,-1,37,28,9,15,3,48,51,65,152,12,13,25,58,4,14,19,86,14,undefined,8,3,42,12,4,34,7,2,27,2,-1,-1,-1,2,32,3,27,2,19,42,2,-1,14,5,34,99
27/02/2019,3,20,12,40,30,21,71,-1,3,3,4,-1,-1,-1,12,14,17,5,2,39,27,56,100,25,16,11,43,2,39,16,56,4,undefined,1,4,22,9,11,19,5,3,25,1,-1,-1,-1,-1,49,6,34,1,14,7,-1,-1,4,5,19,67
27/02/2019,4,12,8,41,39,7,58,-1,4,5,6,-1,5,-1,50,10,6,10,2,41,37,65,101,15,19,47,21,5,75,30,42,17,undefined,7,7,17,4,11,11,2,17,22,2,1,-1,-1,1,34,9,23,25,9,10,7,-1,4,15,11,45
27/02/2019,5,30,29,97,113,49,276,-1,58,103,21,-1,20,-1,122,33,30,74,47,25,45,36,232,74,228,100,59,13,153,95,60,4,undefined,18,32,255,23,5,100,28,26,16,10,8,-1,-1,8,89,18,36,12,14,20,7,-1,26,105,100,68
27/02/2019,6,132,96,186,252,86,1017,-1,174,638,93,-1,94,-1,321,79,208,246,190,39,21,117,951,337,1203,331,122,37,389,331,74,48,undefined,99,69,1063,100,7,397,93,110,48,35,22,-1,-1,15,233,68,52,31,31,49,43,-1,48,553,397,350
27/02/2019,7,415,255,317,506,167,2063,-1,458,2411,383,-1,277,-1,729,343,429,854,832,78,138,202,1721,847,2628,752,222,103,899,949,169,88,undefined,290,165,1796,269,55,1243,399,311,124,87,64,-1,-1,74,567,157,59,76,68,181,103,-1,134,2246,1243,457
27/02/2019,8,948,665,714,1097,322,3918,-1,669,4407,669,-1,395,-1,1503,654,946,2175,1750,156,246,420,3055,1612,4744,981,564,185,1720,1545,381,152,undefined,645,288,2892,785,107,2460,932,831,392,375,160,-1,-1,165,1161,287,144,167,155,754,235,-1,451,4817,2460,1077
27/02/2019,9,1112,764,640,1179,334,2205,-1,315,2597,488,-1,258,-1,795,776,940,1449,1123,190,198,363,2119,961,3229,540,514,121,1088,973,361,168,undefined,432,235,1729,626,127,1696,851,596,600,773,207,-1,-1,197,998,261,122,229,156,570,321,-1,441,2808,1696,2237
27/02/2019,10,1544,1142,801,1657,417,1253,-1,200,903,267,-1,214,-1,466,849,1153,928,557,323,239,525,1915,698,2148,862,632,176,897,934,433,188,undefined,216,200,1228,622,149,1157,677,565,510,368,194,-1,-1,120,1074,322,188,261,199,477,223,-1,441,1336,1157,1336
27/02/2019,11,2057,1624,1553,2141,552,1425,-1,256,840,277,-1,206,-1,518,1046,1408,882,520,518,457,840,2214,623,1856,594,767,201,1273,1337,587,255,undefined,288,224,1482,560,207,1183,563,660,696,455,244,-1,-1,172,1375,375,229,312,248,601,324,-1,451,1034,1183,1882
27/02/2019,12,3302,2866,2431,3115,787,2238,-1,660,1827,491,-1,416,-1,645,1682,2288,1925,761,1171,749,1455,3382,1264,2734,812,1239,278,1685,1674,1028,324,undefined,441,366,2689,1164,317,1827,1363,1143,1000,614,249,-1,-1,294,2088,462,306,402,371,889,383,-1,768,2484,1827,1936
27/02/2019,13,3741,2987,2616,3459,742,2313,-1,544,1458,483,-1,373,-1,648,1932,2209,1841,824,1159,672,1397,3494,1128,2738,912,1197,249,1440,1704,1019,377,undefined,485,478,2789,1129,318,1823,1289,1048,1105,826,228,-1,2,308,2222,451,229,503,292,1116,502,-1,970,1968,1823,1654
27/02/2019,14,3163,2157,2293,2939,745,2003,-1,285,983,343,-1,205,-1,598,1646,1751,1023,642,965,440,1010,3166,658,2287,857,821,189,1367,1526,707,321,undefined,297,272,1815,850,228,1296,661,587,938,638,247,-1,-1,183,1874,314,145,428,257,798,464,-1,678,1122,1296,1537
27/02/2019,15,3561,2129,2433,2948,892,2309,-1,257,1531,365,-1,191,-1,669,1887,1432,746,640,1083,410,948,3118,628,2600,876,913,263,2037,1814,684,272,undefined,293,236,1690,659,172,1467,512,577,911,676,362,-1,-1,150,1757,467,187,385,220,608,521,-1,571,1430,1467,1568
27/02/2019,16,3199,1920,2498,3028,935,3241,-1,415,3033,623,-1,247,-1,997,2074,1424,833,1082,1106,391,1032,4005,815,4265,1082,989,273,1873,1759,694,261,undefined,447,333,2079,672,146,1996,570,622,667,499,277,-1,-1,156,1928,497,185,393,271,757,472,-1,643,2657,1996,1557
27/02/2019,17,3677,2281,2830,3451,1493,5269,-1,710,4021,770,-1,481,-1,1896,2324,1546,1385,1841,1164,549,1261,4798,1313,4967,1571,1177,343,2468,2469,863,382,undefined,544,491,3514,898,161,2564,713,561,676,463,362,-1,-1,181,2381,1310,352,507,331,904,445,-1,814,4453,2564,1647
27/02/2019,18,2823,1791,2731,2719,1354,3291,-1,538,1843,202,-1,530,-1,1153,2107,1008,739,876,1379,646,1250,3482,792,2935,1524,1225,378,1952,2111,996,384,undefined,341,338,3112,548,195,1551,397,484,347,202,202,-1,-1,156,1819,1594,458,477,350,650,329,-1,630,1663,1551,1322
27/02/2019,19,1775,808,2514,2013,1053,2094,-1,249,637,213,-1,469,-1,722,1678,542,394,305,1105,649,1017,2783,375,1555,1230,1470,439,1850,1475,878,482,undefined,204,226,2610,284,261,878,195,289,209,92,188,-1,-1,77,1350,1790,638,455,327,558,248,-1,504,658,878,1169
27/02/2019,20,1173,474,2388,2081,983,1790,-1,193,300,119,-1,628,-1,555,1347,388,249,191,1020,545,861,2466,267,1153,569,1276,473,640,874,786,474,undefined,220,206,1971,266,257,590,144,217,226,40,93,-1,-1,72,1070,1668,622,387,421,467,264,-1,424,342,590,1434
27/02/2019,21,787,384,1906,1523,810,1424,-1,159,163,89,-1,427,-1,535,1012,296,187,86,837,462,740,2100,224,818,514,1080,350,650,787,660,514,undefined,85,84,1662,245,225,483,92,169,208,40,97,-1,-1,53,806,1185,532,336,279,388,212,-1,274,180,483,1172
27/02/2019,22,547,210,1212,1111,600,1177,-1,112,151,49,-1,283,-1,586,682,227,155,107,647,449,652,1803,221,719,1144,641,205,1154,949,547,329,undefined,101,117,1358,127,122,418,109,330,128,42,58,-1,-1,39,563,577,212,243,151,217,131,-1,150,188,418,543
27/02/2019,23,240,130,676,511,413,729,-1,56,71,49,-1,153,-1,343,287,113,70,68,280,216,458,1259,94,407,208,292,66,171,380,398,154,undefined,80,124,673,84,44,215,49,87,98,38,42,-1,-1,34,326,106,128,87,76,136,86,-1,117,81,215,404
28/02/2019,0,107,74,379,199,170,292,-1,23,21,4,-1,45,-1,110,115,60,38,17,183,101,254,427,47,144,102,148,33,97,109,166,53,undefined,42,27,197,68,16,99,16,36,77,22,23,-1,-1,11,165,46,122,21,34,67,60,-1,66,43,99,238
28/02/2019,1,73,37,167,84,67,123,-1,4,21,4,-1,31,-1,33,62,28,29,5,83,36,118,186,30,45,46,148,23,33,58,159,42,undefined,6,5,101,21,31,62,9,7,57,33,40,-1,-1,4,83,25,111,18,24,38,31,-1,37,15,62,178
28/02/2019,2,45,15,99,51,16,76,-1,9,2,4,-1,13,-1,11,42,15,18,18,72,29,86,147,27,26,20,99,11,22,21,100,8,undefined,3,14,34,3,6,59,2,3,22,13,9,-1,-1,2,44,37,57,11,27,20,29,-1,7,4,59,71
28/02/2019,3,34,8,63,35,13,25,-1,3,5,4,-1,4,-1,10,30,23,4,4,55,38,91,93,10,32,11,59,7,53,9,67,10,undefined,1,4,27,10,4,27,-1,10,11,3,4,-1,-1,-1,43,12,30,10,16,27,10,-1,14,10,27,57
28/02/2019,4,21,4,63,31,12,51,-1,3,7,1,-1,4,-1,40,15,6,7,4,15,24,30,61,5,27,31,44,14,71,42,30,22,undefined,7,10,33,5,15,18,9,5,11,1,-1,-1,-1,-1,43,11,17,16,13,7,12,-1,8,10,18,55
28/02/2019,5,53,28,87,93,37,234,-1,72,118,22,-1,31,-1,122,36,42,92,34,106,27,59,154,46,312,92,90,15,112,97,31,9,undefined,22,36,164,32,5,94,31,21,25,15,10,-1,-1,6,81,15,18,6,19,8,11,-1,18,112,94,85
28/02/2019,6,115,90,197,251,65,1013,-1,176,654,106,-1,121,-1,280,99,166,263,212,52,22,138,837,296,1184,335,156,40,358,321,78,38,undefined,98,99,957,84,11,350,96,126,66,38,21,-1,-1,28,232,70,54,44,31,57,30,-1,61,542,350,457
28/02/2019,7,405,231,390,539,209,1895,-1,405,2368,366,-1,251,-1,722,325,495,883,833,81,88,201,1663,808,2593,811,335,102,829,988,156,107,undefined,257,160,1504,253,53,1248,304,300,135,93,72,-1,-1,62,583,194,82,94,71,180,89,-1,150,2105,1248,558
28/02/2019,8,934,619,758,1086,393,4124,-1,620,4600,665,-1,397,-1,1433,779,964,2164,1872,194,193,364,3042,1666,4684,1219,828,205,1643,1651,370,127,undefined,612,299,2593,803,92,2351,784,794,396,431,140,-1,-1,170,1201,298,163,167,131,759,213,-1,394,4774,2351,1416
28/02/2019,9,1029,795,691,1174,409,2336,-1,304,3070,531,-1,224,-1,725,678,907,1432,1048,152,191,395,2336,1041,3424,812,798,198,1022,989,340,198,undefined,414,214,1788,625,153,1674,709,660,552,538,222,-1,-1,208,1044,352,228,236,148,637,217,-1,425,3327,1674,1422
28/02/2019,10,1422,1130,1034,1523,334,1310,-1,173,1127,338,-1,235,-1,340,736,1048,872,591,393,267,502,1996,584,1870,508,852,283,902,908,349,218,undefined,213,194,1150,555,164,1286,519,584,599,428,190,-1,-1,105,1050,483,202,288,189,451,226,-1,431,1346,1286,2436
28/02/2019,11,1983,1437,1319,1863,538,1352,-1,255,821,277,-1,149,-1,399,1040,1357,816,555,699,251,657,2346,566,1869,649,1096,253,970,977,544,249,undefined,222,217,1358,513,205,1160,557,586,857,499,225,-1,-1,116,1387,477,320,319,200,485,256,-1,436,1212,1160,2493
28/02/2019,12,3244,2635,2274,2925,681,2034,-1,482,1670,471,-1,240,-1,478,1656,2108,1885,700,1225,455,1347,3202,1053,2679,919,1723,284,1409,1318,901,265,undefined,350,332,2286,1097,317,1740,1277,851,883,637,196,-1,-1,317,2087,592,413,403,344,819,329,-1,719,2423,1740,2099
28/02/2019,13,3412,2568,2261,3081,695,2087,-1,369,1484,443,-1,273,-1,466,2042,2064,1695,695,1238,434,1240,3433,944,2742,741,1441,200,1367,1261,919,291,undefined,316,415,2242,1062,322,1706,1365,775,1008,795,188,-1,-1,309,2185,504,439,470,338,856,438,-1,853,1970,1706,1615
28/02/2019,14,3015,1919,2245,2740,684,2024,-1,213,1074,328,-1,121,-1,427,1589,1669,959,550,1108,360,976,3022,640,2470,573,887,211,1165,1067,647,252,undefined,271,256,1610,732,189,1291,700,548,850,713,181,-1,-1,146,1473,445,203,411,268,737,411,-1,661,1229,1291,1646
28/02/2019,15,2965,1804,2246,2934,786,2074,-1,214,1414,317,-1,118,-1,513,1642,1431,716,594,1103,340,814,2959,468,2614,767,689,160,1260,1045,583,284,undefined,246,236,1560,640,174,1450,468,483,895,749,225,-1,-1,248,1488,306,102,305,219,608,456,-1,553,1464,1450,1545
28/02/2019,16,2943,1794,2309,2811,852,3039,-1,384,2971,618,-1,140,-1,903,2049,1475,824,1163,1014,285,834,3803,827,3847,1022,676,187,1632,1312,632,258,undefined,358,272,1819,621,131,2003,583,393,660,557,260,-1,-1,170,1700,262,138,312,200,640,434,-1,583,2957,2003,1900
28/02/2019,17,3378,2142,2633,3219,1333,4940,-1,591,3976,818,-1,367,-1,1792,2215,1424,1287,1805,1088,486,1069,4661,1269,4929,1630,714,260,2698,2265,877,361,undefined,429,429,3204,799,173,2830,651,596,547,374,208,-1,-1,180,2168,310,116,483,248,858,485,-1,789,4267,2830,1717
28/02/2019,18,2883,1774,2656,2876,1423,3242,-1,369,1809,347,-1,435,-1,1096,1932,1081,833,861,1312,712,1185,3337,720,2907,954,710,372,2399,2021,992,425,undefined,279,354,3284,559,226,1529,516,436,375,254,89,-1,-1,170,1757,346,147,647,205,729,260,-1,673,1910,1529,1588
28/02/2019,19,2092,1267,2349,2080,988,1930,-1,232,641,80,-1,464,-1,649,1584,606,462,308,1285,700,951,2329,361,1461,518,637,232,2243,1444,1014,436,undefined,220,279,2323,296,201,887,232,300,327,124,63,-1,-1,100,1332,273,155,511,210,567,163,-1,502,611,887,1177
28/02/2019,20,1673,828,2112,1526,1013,1750,-1,142,321,122,-1,617,-1,578,1373,432,290,230,1165,626,838,2168,260,1123,414,507,196,546,872,840,615,undefined,138,168,1947,271,265,594,132,186,188,69,34,-1,-1,68,1212,222,126,576,171,563,112,-1,447,443,594,1521
28/02/2019,21,1044,451,2012,1340,821,1551,-1,119,158,77,-1,449,-1,548,1059,419,213,139,974,531,746,1971,208,924,435,452,151,1180,1012,716,653,undefined,110,142,1693,305,237,542,105,189,167,24,29,-1,-1,70,988,203,129,467,172,516,114,-1,315,182,542,1018
28/02/2019,22,467,252,1467,1076,724,1350,-1,90,134,57,-1,322,-1,440,647,327,215,172,674,422,646,1770,148,772,297,342,81,1536,1127,584,441,undefined,109,261,1282,201,141,414,119,356,149,23,28,-1,-1,50,654,105,115,331,100,327,86,-1,220,174,414,551
28/02/2019,23,267,166,856,767,644,894,-1,48,88,31,-1,107,-1,398,410,165,96,59,433,532,555,1347,83,428,248,279,73,355,661,448,298,undefined,119,271,1108,117,60,282,109,65,55,4,18,-1,-1,27,411,83,101,88,84,200,68,-1,112,79,282,427
