Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
06/10/2019,0,315,-1,942,638,805,709,59,36,28,49,19,83,-1,329,285,198,-1,29,414,685,710,824,142,414,870,227,45,146,152,889,263,undefined,-1,37,608,542,47,undefined,46,106,35,15,13,402,6,352,47,-1,89,41,437,42,undefined,93,113,279,9,-1,139,607,145
06/10/2019,1,154,-1,663,397,401,443,71,17,37,27,10,48,-1,220,257,126,-1,43,254,275,699,649,96,241,536,183,17,131,85,775,193,undefined,-1,31,288,394,47,undefined,14,32,20,11,7,317,4,331,35,-1,26,29,391,29,undefined,119,37,209,4,-1,68,370,97
06/10/2019,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,undefined,-1,-1,-1,-1,-1,undefined,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,undefined,-1,-1,-1,-1,-1,-1,-1,-1
06/10/2019,3,185,-1,546,30,398,336,346,1,5,3,3,3,-1,205,11,142,-1,7,178,161,540,698,87,173,254,159,29,106,130,629,62,undefined,-1,55,231,428,35,undefined,12,33,18,9,7,343,6,306,36,-1,18,16,350,31,undefined,101,17,130,7,-1,75,407,102
06/10/2019,4,112,-1,343,201,178,263,177,13,27,3,3,6,-1,148,95,61,-1,13,113,146,462,475,78,106,282,120,18,69,61,355,45,undefined,-1,26,119,191,15,undefined,6,20,9,6,3,180,3,159,22,-1,15,17,191,18,undefined,49,10,66,1,-1,49,304,61
06/10/2019,5,64,-1,187,135,101,206,28,10,13,15,7,18,-1,138,49,62,-1,15,63,60,299,344,45,116,149,98,18,39,51,393,7,undefined,-1,17,77,48,6,undefined,4,10,12,5,5,110,5,134,26,-1,4,9,102,14,undefined,21,18,78,-1,-1,31,155,45
06/10/2019,6,44,-1,100,147,159,256,38,36,38,16,9,33,-1,127,67,65,-1,15,22,40,160,293,109,176,176,120,17,75,47,195,36,undefined,-1,22,122,31,7,undefined,3,24,10,6,2,107,4,131,33,-1,4,12,42,10,undefined,22,41,85,-1,-1,46,116,44
06/10/2019,7,103,-1,165,184,231,305,60,55,45,63,4,46,-1,149,67,76,-1,18,36,66,156,403,52,407,281,156,37,143,164,185,38,undefined,-1,30,235,43,6,undefined,27,36,21,10,18,125,4,195,66,-1,20,39,58,30,undefined,36,156,183,18,-1,46,194,35
06/10/2019,8,234,-1,295,285,429,398,80,98,218,175,50,244,-1,164,133,162,-1,58,54,59,135,623,155,830,774,311,62,302,548,186,44,undefined,-1,67,471,91,25,undefined,54,47,27,31,22,234,10,324,112,-1,47,88,164,34,undefined,134,716,447,58,-1,119,289,56
06/10/2019,9,493,-1,470,557,772,595,211,174,318,246,57,451,-1,232,283,387,-1,72,102,152,216,1009,231,1408,1316,644,166,588,1557,257,107,undefined,-1,101,939,127,80,undefined,187,100,73,56,26,411,33,591,270,-1,111,222,247,71,undefined,215,1976,861,140,-1,244,616,109
06/10/2019,10,1090,-1,712,929,1448,981,213,212,344,251,61,507,-1,382,507,687,-1,120,270,352,347,1583,338,1512,2595,883,233,1337,1062,387,193,undefined,-1,135,1292,165,96,undefined,166,193,93,92,40,730,56,924,448,-1,271,224,316,90,undefined,345,2143,1174,164,-1,424,857,154
06/10/2019,11,1972,-1,1113,1394,2460,1345,219,354,354,210,77,586,-1,474,697,853,-1,140,511,472,538,1980,345,1528,2961,1321,291,2188,1432,552,239,undefined,-1,196,1901,184,148,undefined,230,249,114,108,75,989,64,1147,575,-1,435,246,512,114,undefined,437,2030,1094,186,-1,430,1003,171
06/10/2019,12,2738,-1,1712,2150,3022,1628,290,348,290,163,123,498,-1,624,1111,1133,-1,146,966,821,820,2217,278,1253,3512,1725,483,2436,2042,698,341,undefined,-1,214,2379,212,274,undefined,167,268,157,174,77,1450,85,1603,818,-1,648,326,544,150,undefined,564,1133,998,228,-1,632,1394,252
06/10/2019,13,3164,-1,2044,2438,3368,1912,308,382,178,123,115,505,-1,685,1378,1164,-1,167,1177,957,982,2543,224,1186,3989,1682,425,3134,1430,887,432,undefined,-1,229,2648,206,244,undefined,141,430,229,192,64,1442,89,1763,775,-1,752,378,855,196,undefined,598,485,823,185,-1,734,1539,334
06/10/2019,14,3273,-1,2112,2714,3222,2000,359,329,148,119,127,488,-1,766,1493,1260,-1,112,1083,767,865,2608,276,1225,4057,1528,511,2616,1311,794,606,undefined,-1,169,2797,205,281,undefined,141,246,236,185,76,1660,117,1732,834,-1,663,299,622,190,undefined,472,270,794,225,-1,670,1582,323
06/10/2019,15,3212,-1,2123,2832,3374,2155,330,470,464,647,178,828,-1,848,1633,1179,-1,119,919,772,995,2685,287,1654,3884,1368,405,2785,1419,940,709,undefined,-1,213,2623,215,273,undefined,147,217,174,148,35,1690,79,1805,856,-1,793,271,711,146,undefined,490,7331,1563,300,-1,763,1620,367
06/10/2019,16,3706,-1,2366,2771,3147,2446,378,587,702,457,175,932,-1,884,1722,1333,-1,142,956,690,1175,2856,585,2567,4007,1072,281,2219,1352,932,594,undefined,-1,245,2727,425,238,undefined,143,316,179,160,35,1765,98,1835,741,-1,622,294,906,157,undefined,709,2833,2219,291,-1,743,1816,354
06/10/2019,17,3021,-1,2362,2766,2565,1935,319,283,202,135,178,676,-1,810,1571,936,-1,115,1054,882,1122,2627,299,1419,2705,638,207,1353,931,1068,610,undefined,-1,219,2354,231,248,undefined,192,279,193,145,42,1618,98,1648,333,-1,583,201,806,212,undefined,479,347,1034,273,-1,774,1723,323
06/10/2019,18,2461,-1,2242,2126,2022,1663,536,203,189,85,87,460,-1,728,1670,687,-1,132,1242,1020,1113,2192,289,1246,1912,519,160,932,574,1053,625,undefined,-1,164,2078,219,274,undefined,147,255,151,101,30,1462,94,1491,228,-1,576,222,624,163,undefined,493,249,763,218,-1,609,1843,309
06/10/2019,19,1500,-1,2117,1624,1680,1329,205,127,137,69,59,374,-1,502,1479,433,-1,84,1096,1054,1173,1937,262,903,954,586,160,973,393,1061,603,undefined,-1,109,1799,229,298,undefined,100,253,147,58,36,1166,57,1305,221,-1,446,225,562,174,undefined,542,154,618,109,-1,600,1666,327
06/10/2019,20,860,-1,1871,1264,1477,1159,56,73,90,50,72,278,-1,424,1066,377,-1,59,927,845,1032,1676,232,705,856,540,157,655,201,931,624,undefined,-1,66,1479,153,294,undefined,73,166,114,39,25,1025,42,852,164,-1,419,170,455,121,undefined,415,111,514,12,-1,470,1489,304
06/10/2019,21,565,-1,1517,1116,951,957,44,60,87,45,27,152,-1,398,842,247,-1,43,742,596,841,1423,212,640,565,428,115,398,98,811,469,undefined,-1,56,931,121,216,undefined,111,133,109,33,25,764,45,728,126,-1,347,111,389,121,undefined,288,79,461,13,-1,347,1232,252
06/10/2019,22,303,-1,1002,507,759,769,567,30,58,30,24,119,-1,298,539,179,-1,73,520,558,737,1419,160,521,426,318,81,226,121,658,330,undefined,-1,112,752,121,124,undefined,63,304,84,23,23,542,23,487,108,-1,133,65,213,80,undefined,178,71,327,11,-1,310,945,233
06/10/2019,23,147,-1,596,306,411,555,212,14,45,17,17,129,-1,244,205,92,-1,16,243,208,505,938,149,362,243,247,74,114,132,531,135,undefined,-1,56,712,75,24,undefined,33,36,77,21,18,304,27,302,78,-1,40,34,123,46,undefined,125,49,255,9,-1,149,700,177
07/10/2019,0,79,-1,271,156,187,275,13,9,23,16,11,35,-1,101,101,37,-1,8,93,110,304,389,56,172,127,151,29,42,21,350,61,undefined,-1,16,187,43,18,undefined,17,17,28,2,8,116,4,154,33,-1,14,44,69,32,undefined,42,29,154,4,-1,87,294,94
07/10/2019,1,33,-1,163,77,77,139,18,7,18,2,1,20,-1,31,57,21,-1,6,39,73,159,258,37,77,72,98,20,20,44,230,23,undefined,-1,7,89,7,5,undefined,4,11,17,4,5,57,3,74,15,-1,9,13,32,26,undefined,44,9,75,1,-1,44,160,67
07/10/2019,2,23,-1,90,56,47,75,4,-1,12,-1,2,9,-1,28,34,9,-1,9,38,23,100,85,12,50,46,68,3,23,8,178,9,undefined,-1,1,26,15,7,undefined,8,7,11,4,2,33,-1,43,12,-1,8,12,38,7,undefined,15,10,48,1,-1,18,105,39
07/10/2019,3,13,-1,43,23,55,50,6,3,4,6,3,10,-1,22,24,2,-1,-1,16,23,48,101,19,42,33,51,7,37,1,101,1,undefined,-1,2,25,22,3,undefined,2,10,8,1,1,13,4,35,9,-1,-1,16,18,1,undefined,14,5,22,2,-1,14,123,38
07/10/2019,4,7,-1,37,34,54,50,12,4,14,1,1,3,-1,35,34,10,-1,7,6,7,79,60,13,39,82,27,3,59,9,106,25,undefined,-1,4,14,2,3,undefined,9,9,2,1,-1,37,4,43,7,-1,4,7,12,5,undefined,8,10,25,1,-1,25,56,19
07/10/2019,5,19,-1,67,76,129,259,33,32,80,35,4,21,-1,92,31,47,-1,39,11,16,35,178,57,323,116,62,12,93,27,89,19,undefined,-1,27,119,16,15,undefined,15,18,20,5,5,29,6,91,16,-1,22,13,23,9,undefined,21,85,139,2,-1,25,102,28
07/10/2019,6,109,-1,146,182,394,990,101,97,560,97,26,86,-1,250,115,160,-1,197,33,35,87,637,235,1009,379,122,32,317,98,113,29,undefined,-1,46,606,76,3,undefined,68,78,40,14,14,154,13,225,39,-1,21,55,56,51,undefined,100,449,393,24,-1,95,303,47
07/10/2019,7,330,-1,338,465,942,1782,302,287,1974,366,58,223,-1,642,302,443,-1,690,81,123,157,1508,700,2306,924,216,108,1065,237,172,81,undefined,-1,116,898,229,40,undefined,265,277,127,92,42,437,44,505,144,-1,92,61,216,94,undefined,156,1579,1176,109,-1,308,629,62
07/10/2019,8,952,-1,722,961,1952,4097,590,502,4197,613,112,395,-1,1409,650,954,-1,1683,148,187,358,2782,1453,4444,1800,546,162,1838,433,331,131,undefined,-1,294,1696,732,126,undefined,731,837,467,300,83,941,168,1111,257,-1,181,128,598,298,undefined,420,3373,2479,347,-1,791,1223,150
07/10/2019,9,995,-1,713,1130,1365,2287,247,319,2677,475,68,231,-1,818,639,1006,-1,1059,151,248,334,2063,887,2916,1103,481,135,1360,270,359,138,undefined,-1,223,1051,592,127,undefined,785,572,472,353,125,798,241,980,228,-1,226,132,485,330,undefined,456,2241,1718,323,-1,826,1160,171
07/10/2019,10,1349,-1,959,1647,1427,1368,131,187,803,282,27,175,-1,442,797,1127,-1,539,317,328,529,1995,578,1911,1088,539,98,1243,333,472,165,undefined,-1,204,1024,536,194,undefined,473,535,559,259,162,977,131,1173,215,-1,236,161,510,275,undefined,446,891,1193,362,-1,946,989,216
07/10/2019,11,1845,-1,1338,2071,1672,1444,213,256,674,238,51,226,-1,514,958,1446,-1,431,469,579,705,2247,562,1918,1294,639,97,1413,591,562,189,undefined,-1,150,1166,482,186,undefined,534,550,813,412,173,1185,204,1339,261,-1,300,216,645,385,undefined,537,618,1197,439,-1,949,1068,219
07/10/2019,12,2945,-1,1939,3030,2124,2196,274,847,1575,369,161,520,-1,607,1564,2199,-1,679,952,971,1487,3053,1084,2464,1827,1093,168,1882,738,1085,321,undefined,-1,274,2383,992,352,undefined,1360,952,828,576,194,2081,256,2156,390,-1,467,243,975,395,undefined,837,1659,1684,508,-1,1434,1594,308
07/10/2019,13,3040,-1,2115,3273,2434,2409,300,722,1322,355,130,412,-1,749,1621,2351,-1,666,1008,1033,1471,3236,976,2456,1864,1097,192,2032,855,981,325,undefined,-1,301,2288,976,399,undefined,1227,850,860,628,189,2234,341,2182,359,-1,509,235,1068,439,undefined,881,1313,1758,493,-1,1419,1674,349
07/10/2019,14,2608,-1,1949,2902,2050,1959,183,281,921,219,98,264,-1,676,1648,1859,-1,546,822,711,1198,2529,631,1940,1645,685,154,1647,713,880,303,undefined,-1,206,1462,707,219,undefined,550,577,641,482,135,1810,197,1734,238,-1,463,223,838,324,undefined,643,635,1231,560,-1,1452,1413,271
07/10/2019,15,2524,-1,1915,2719,2220,2298,197,282,1419,333,64,217,-1,744,1601,1589,-1,634,762,609,1085,2871,644,2484,1979,698,160,1831,704,780,245,undefined,-1,184,1397,595,240,undefined,435,518,795,488,124,1760,188,1820,272,-1,399,179,699,397,undefined,586,839,1363,412,-1,1413,1595,320
07/10/2019,16,2423,-1,1991,2784,2547,3199,308,397,3155,428,88,362,-1,1007,1768,1368,-1,1133,687,548,1078,3203,877,3941,2535,660,197,2144,628,808,304,undefined,-1,227,1616,617,232,undefined,516,500,668,534,114,1758,185,1931,265,-1,491,210,748,435,undefined,736,1644,1899,532,-1,1535,1843,301
07/10/2019,17,3285,-1,2976,3847,4497,5235,685,617,3951,530,112,495,-1,1944,2791,1753,-1,2013,914,908,1595,4393,1276,5225,3165,860,256,4039,1651,1052,353,undefined,-1,413,2556,808,276,undefined,630,627,869,356,173,2820,292,2437,325,-1,586,284,925,617,undefined,855,2352,2760,691,-1,1566,2430,379
07/10/2019,18,2691,-1,3274,3692,4710,2901,1027,428,1908,334,114,410,-1,1080,2617,1239,-1,870,1016,872,1343,4131,687,2639,2221,718,228,3981,1808,864,450,undefined,-1,358,2036,544,305,undefined,324,282,597,189,144,2592,207,2187,308,-1,583,181,734,480,undefined,859,930,1364,842,-1,1524,2143,435
07/10/2019,19,1845,-1,2607,2106,2265,1797,670,200,601,177,96,383,-1,546,1733,781,-1,335,870,885,1197,2985,434,1577,1158,696,154,2123,699,827,434,undefined,-1,166,1392,306,284,undefined,196,234,348,152,92,1652,130,1937,219,-1,524,170,651,277,undefined,553,323,742,250,-1,1031,1788,329
07/10/2019,20,955,-1,1831,1201,1152,1373,98,128,266,138,56,285,-1,385,1306,450,-1,116,708,693,929,2186,342,988,654,631,120,578,210,852,368,undefined,-1,88,964,214,292,undefined,75,149,330,177,66,1040,96,943,181,-1,427,133,478,259,undefined,435,150,436,19,-1,856,1536,298
07/10/2019,21,634,-1,1470,861,1515,1033,94,60,143,92,53,243,-1,324,979,302,-1,89,555,511,758,1656,252,651,502,461,94,1268,181,696,254,undefined,-1,77,959,198,224,undefined,72,100,224,165,63,847,91,650,128,-1,315,75,355,186,undefined,271,118,338,8,-1,534,1280,257
07/10/2019,22,281,-1,955,582,720,776,524,39,106,51,28,101,-1,266,512,155,-1,72,305,309,496,1175,194,473,381,301,75,347,97,513,209,undefined,-1,85,479,102,120,undefined,62,73,141,49,36,404,68,376,103,-1,178,64,211,101,undefined,172,74,262,3,-1,283,819,166
