date,street,people_count
2013-12-17,Southern Cross Station,17047
2013-12-17,QV Market-Peel St,2899
2013-12-17,Melbourne Central,31754
2013-12-17,Collins Place (North),11846
2013-12-17,Bourke Street Mall (North),38110
2013-12-16,Bourke Street Mall (North),36267
2013-12-16,Chinatown-Swanston St (North),11107
2013-12-16,Collins Place (North),11123
2013-12-16,Melbourne Central,30709
2013-12-16,QV Market-Peel St,1873
2013-12-16,Southern Cross Station,16696
2013-12-16,Spencer St-Collins St (North),22812
2013-12-15,Chinatown-Swanston St (North),11803
2013-12-15,Bourke Street Mall (North),32939
2013-12-15,Southern Cross Station,1676
2013-12-15,QV Market-Peel St,3107
2013-12-15,Melbourne Central,28754
2013-12-15,Spencer St-Collins St (North),8372
2013-12-15,Collins Place (North),2112
2013-12-14,Spencer St-Collins St (North),9944
2013-12-14,Southern Cross Station,3045
2013-12-14,QV Market-Peel St,4019
2013-12-14,Melbourne Central,34073
2013-12-14,Collins Place (North),2495
2013-12-14,Chinatown-Swanston St (North),13072
2013-12-14,Bourke Street Mall (North),38810
2013-12-13,Collins Place (North),2833
2013-12-13,Bourke Street Mall (North),1836
2013-12-13,Chinatown-Swanston St (North),591
2013-12-13,Melbourne Central,2310
2013-12-13,Southern Cross Station,4690
2013-12-13,QV Market-Peel St,340
2013-12-13,Spencer St-Collins St (North),5524
2013-12-12,Collins Place (North),11816
2013-12-12,Chinatown-Swanston St (North),11319
2013-12-12,Bourke Street Mall (North),38350
2013-12-12,Melbourne Central,32676
2013-12-12,Southern Cross Station,17127
2013-12-12,QV Market-Peel St,2868
2013-12-12,Spencer St-Collins St (North),20377
2013-12-11,Collins Place (North),10975
2013-12-11,Chinatown-Swanston St (North),10031
2013-12-11,Bourke Street Mall (North),34549
2013-12-11,Melbourne Central,29879
2013-12-11,Spencer St-Collins St (North),23995
2013-12-11,Southern Cross Station,16788
2013-12-11,QV Market-Peel St,3470
2013-12-10,Chinatown-Swanston St (North),10081
2013-12-10,Collins Place (North),11343
2013-12-10,Bourke Street Mall (North),33621
2013-12-10,QV Market-Peel St,2742
2013-12-10,Southern Cross Station,16571
2013-12-10,Spencer St-Collins St (North),25655
2013-12-10,Melbourne Central,29268
2013-12-09,Spencer St-Collins St (North),20684
2013-12-09,Southern Cross Station,16043
2013-12-09,QV Market-Peel St,2028
2013-12-09,Melbourne Central,24474
2013-12-09,Collins Place (North),11058
2013-12-09,Chinatown-Swanston St (North),9359
2013-12-09,Bourke Street Mall (North),28420
2013-12-08,Chinatown-Swanston St (North),11167
2013-12-08,Bourke Street Mall (North),32581
2013-12-08,Collins Place (North),2316
2013-12-08,Southern Cross Station,2751
2013-12-08,QV Market-Peel St,3084
2013-12-08,Melbourne Central,27783
2013-12-08,Spencer St-Collins St (North),12060
2013-12-07,Spencer St-Collins St (North),12517
2013-12-07,Southern Cross Station,3870
2013-12-07,QV Market-Peel St,4636
2013-12-07,Melbourne Central,37985
2013-12-07,Collins Place (North),3414
2013-12-07,Chinatown-Swanston St (North),14287
2013-12-07,Bourke Street Mall (North),39618
2013-12-06,Collins Place (North),11297
2013-12-06,Bourke Street Mall (North),40691
2013-12-06,Chinatown-Swanston St (North),13028
2013-12-06,QV Market-Peel St,3338
2013-12-06,Melbourne Central,35777
2013-12-06,Spencer St-Collins St (North),26718
2013-12-06,Southern Cross Station,15875
2013-12-05,Spencer St-Collins St (North),25806
2013-12-05,Southern Cross Station,15892
2013-12-05,QV Market-Peel St,3389
2013-12-05,Melbourne Central,27378
2013-12-05,Collins Place (North),11218
2013-12-05,Chinatown-Swanston St (North),8926
2013-12-05,Bourke Street Mall (North),31950
2013-12-04,Bourke Street Mall (North),29129
2013-12-04,Collins Place (North),11263
2013-12-04,Chinatown-Swanston St (North),8877
2013-12-04,Spencer St-Collins St (North),22789
2013-12-04,Melbourne Central,26504
2013-12-04,Southern Cross Station,16177
2013-12-04,QV Market-Peel St,3073
2013-12-03,Spencer St-Collins St (North),27306
2013-12-03,Southern Cross Station,15690
2013-12-03,QV Market-Peel St,2726
2013-12-03,Melbourne Central,30133
2013-12-03,Collins Place (North),11511
2013-12-03,Chinatown-Swanston St (North),9410
2013-12-03,Bourke Street Mall (North),30345
2013-12-02,Collins Place (North),10914
2013-12-02,Bourke Street Mall (North),30055
2013-12-02,Chinatown-Swanston St (North),9373
2013-12-02,Spencer St-Collins St (North),24766
2013-12-02,Melbourne Central,26820
2013-12-02,QV Market-Peel St,2220
2013-12-02,Southern Cross Station,15825
2013-12-01,Collins Place (North),1935
2013-12-01,Bourke Street Mall (North),32976
2013-12-01,Chinatown-Swanston St (North),12129
2013-12-01,Spencer St-Collins St (North),9466
2013-12-01,Melbourne Central,30215
2013-12-01,QV Market-Peel St,3291
2013-12-01,Southern Cross Station,1735
2013-11-30,Spencer St-Collins St (North),11032
2013-11-30,Southern Cross Station,2020
2013-11-30,QV Market-Peel St,4107
2013-11-30,Melbourne Central,34885
2013-11-30,Collins Place (North),2500
2013-11-30,Chinatown-Swanston St (North),13463
2013-11-30,Bourke Street Mall (North),35955
2013-11-29,Collins Place (North),11319
2013-11-29,Bourke Street Mall (North),35881
2013-11-29,Chinatown-Swanston St (North),12388
2013-11-29,Melbourne Central,34881
2013-11-29,Southern Cross Station,16062
2013-11-29,Spencer St-Collins St (North),29061
2013-11-29,QV Market-Peel St,3325
2013-11-28,Spencer St-Collins St (North),28317
2013-11-28,Southern Cross Station,16415
2013-11-28,QV Market-Peel St,2903
2013-11-28,Melbourne Central,26338
2013-11-28,Collins Place (North),11899
2013-11-28,Chinatown-Swanston St (North),9650
2013-11-28,Bourke Street Mall (North),28639
2013-11-27,Bourke Street Mall (North),31478
2013-11-27,Melbourne Central,32316
2013-11-27,Collins Place (North),11347
2013-11-27,Chinatown-Swanston St (North),10788
2013-11-27,QV Market-Peel St,3963
2013-11-27,Spencer St-Collins St (North),29051
2013-11-27,Southern Cross Station,16928
2013-11-26,Melbourne Central,31773
2013-11-26,Bourke Street Mall (North),29934
2013-11-26,Collins Place (North),13142
2013-11-26,Chinatown-Swanston St (North),10895
2013-11-26,QV Market-Peel St,2847
2013-11-26,Southern Cross Station,17224
2013-11-26,Spencer St-Collins St (North),28809
2013-11-25,Spencer St-Collins St (North),27572
2013-11-25,Southern Cross Station,16954
2013-11-25,QV Market-Peel St,2180
2013-11-25,Melbourne Central,29527
2013-11-25,Collins Place (North),11202
2013-11-25,Chinatown-Swanston St (North),10933
2013-11-25,Bourke Street Mall (North),29513
2013-11-24,Bourke Street Mall (North),26398
2013-11-24,Melbourne Central,29462
2013-11-24,Chinatown-Swanston St (North),11333
2013-11-24,Collins Place (North),2152
2013-11-24,Southern Cross Station,1700
2013-11-24,QV Market-Peel St,3350
2013-11-24,Spencer St-Collins St (North),8663
2013-11-23,Spencer St-Collins St (North),11445
2013-11-23,Southern Cross Station,2307
2013-11-23,QV Market-Peel St,3909
2013-11-23,Melbourne Central,26695
2013-11-23,Collins Place (North),2740
2013-11-23,Chinatown-Swanston St (North),13243
2013-11-23,Bourke Street Mall (North),32178
2013-11-22,Melbourne Central,39165
2013-11-22,Bourke Street Mall (North),37710
2013-11-22,Chinatown-Swanston St (North),14230
2013-11-22,Collins Place (North),11405
2013-11-22,Spencer St-Collins St (North),29195
2013-11-22,QV Market-Peel St,3331
2013-11-22,Southern Cross Station,16697
2013-11-21,Melbourne Central,37126
2013-11-21,Bourke Street Mall (North),31962
2013-11-21,Chinatown-Swanston St (North),13023
2013-11-21,Collins Place (North),12011
2013-11-21,Spencer St-Collins St (North),28782
2013-11-21,QV Market-Peel St,3033
2013-11-21,Southern Cross Station,17790
2013-11-20,Spencer St-Collins St (North),28210
2013-11-20,Southern Cross Station,16703
2013-11-20,QV Market-Peel St,2981
2013-11-20,Melbourne Central,28980
2013-11-20,Collins Place (North),11362
2013-11-20,Chinatown-Swanston St (North),9816
2013-11-20,Bourke Street Mall (North),26913
2013-11-19,Melbourne Central,31981
2013-11-19,Chinatown-Swanston St (North),10985
2013-11-19,Bourke Street Mall (North),31113
2013-11-19,Collins Place (North),11892
2013-11-19,Southern Cross Station,17037
2013-11-19,QV Market-Peel St,2851
2013-11-19,Spencer St-Collins St (North),29024
2013-11-18,Spencer St-Collins St (North),27635
2013-11-18,Southern Cross Station,16822
2013-11-18,QV Market-Peel St,2032
2013-11-18,Melbourne Central,30605
2013-11-18,Collins Place (North),11223
2013-11-18,Chinatown-Swanston St (North),11383
2013-11-18,Bourke Street Mall (North),29765
2013-11-17,QV Market-Peel St,3313
2013-11-17,Collins Place (North),3271
2013-11-17,Melbourne Central,30255
2013-11-17,Chinatown-Swanston St (North),11754
2013-11-17,Southern Cross Station,1709
2013-11-17,Bourke Street Mall (North),28343
2013-11-17,Spencer St-Collins St (North),9585
2013-11-16,Bourke Street Mall (North),37709
2013-11-16,Southern Cross Station,2237
2013-11-16,QV Market-Peel St,3877
2013-11-16,Melbourne Central,36803
2013-11-16,Collins Place (North),2616
2013-11-16,Chinatown-Swanston St (North),13836
2013-11-16,Spencer St-Collins St (North),13087
2013-11-15,Spencer St-Collins St (North),29598
2013-11-15,QV Market-Peel St,3434
2013-11-15,Melbourne Central,37553
2013-11-15,Collins Place (North),10817
2013-11-15,Chinatown-Swanston St (North),13943
2013-11-15,Bourke Street Mall (North),36055
2013-11-15,Southern Cross Station,17202
2013-11-14,Melbourne Central,31581
2013-11-14,Spencer St-Collins St (North),28528
2013-11-14,Collins Place (North),11264
2013-11-14,Bourke Street Mall (North),29231
2013-11-14,Chinatown-Swanston St (North),10811
2013-11-14,Southern Cross Station,18022
2013-11-14,QV Market-Peel St,3029
2013-11-13,Spencer St-Collins St (North),27966
2013-11-13,Southern Cross Station,15179
2013-11-13,QV Market-Peel St,2132
2013-11-13,Melbourne Central,24176
2013-11-13,Collins Place (North),11800
2013-11-13,Chinatown-Swanston St (North),8914
2013-11-13,Bourke Street Mall (North),22917
2013-11-12,Melbourne Central,23219
2013-11-12,Collins Place (North),11245
2013-11-12,Bourke Street Mall (North),22725
2013-11-12,Chinatown-Swanston St (North),8285
2013-11-12,Spencer St-Collins St (North),27194
2013-11-12,QV Market-Peel St,2646
2013-11-12,Southern Cross Station,16975
2013-11-11,Bourke Street Mall (North),23889
2013-11-11,Melbourne Central,25066
2013-11-11,Chinatown-Swanston St (North),8496
2013-11-11,Collins Place (North),10889
2013-11-11,Spencer St-Collins St (North),26953
2013-11-11,QV Market-Peel St,1733
2013-11-11,Southern Cross Station,16343
2013-11-10,Collins Place (North),1774
2013-11-10,Bourke Street Mall (North),22489
2013-11-10,Chinatown-Swanston St (North),9685
2013-11-10,Melbourne Central,25929
2013-11-10,QV Market-Peel St,2900
2013-11-10,Southern Cross Station,1403
2013-11-10,Spencer St-Collins St (North),7956
2013-11-09,Bourke Street Mall (North),28114
2013-11-09,Melbourne Central,30264
2013-11-09,Chinatown-Swanston St (North),11749
2013-11-09,Collins Place (North),2405
2013-11-09,Spencer St-Collins St (North),11096
2013-11-09,QV Market-Peel St,3619
2013-11-09,Southern Cross Station,1867
2013-11-08,Melbourne Central,31103
2013-11-08,Chinatown-Swanston St (North),11096
2013-11-08,Collins Place (North),10710
2013-11-08,Bourke Street Mall (North),31156
2013-11-08,QV Market-Peel St,3110
2013-11-08,Southern Cross Station,16234
2013-11-08,Spencer St-Collins St (North),27865
2013-11-07,Spencer St-Collins St (North),29314
2013-11-07,Southern Cross Station,16367
2013-11-07,QV Market-Peel St,2947
2013-11-07,Melbourne Central,26944
2013-11-07,Collins Place (North),10984
2013-11-07,Chinatown-Swanston St (North),9216
2013-11-07,Bourke Street Mall (North),24877
2013-11-06,Melbourne Central,29529
2013-11-06,Bourke Street Mall (North),28386
2013-11-06,Chinatown-Swanston St (North),9933
2013-11-06,Collins Place (North),10968
2013-11-06,QV Market-Peel St,2909
2013-11-06,Southern Cross Station,16357
2013-11-06,Spencer St-Collins St (North),27772
2013-11-05,Bourke Street Mall (North),18126
2013-11-05,Melbourne Central,26779
2013-11-05,Chinatown-Swanston St (North),10559
2013-11-05,Collins Place (North),1688
2013-11-05,Spencer St-Collins St (North),10857
2013-11-05,QV Market-Peel St,1485
2013-11-05,Southern Cross Station,2699
2013-11-04,Spencer St-Collins St (North),23459
2013-11-04,Southern Cross Station,11527
2013-11-04,QV Market-Peel St,1775
2013-11-04,Melbourne Central,33268
2013-11-04,Collins Place (North),7362
2013-11-04,Chinatown-Swanston St (North),10834
2013-11-04,Bourke Street Mall (North),33958
2013-11-03,Collins Place (North),1735
2013-11-03,Bourke Street Mall (North),20966
2013-11-03,Chinatown-Swanston St (North),9881
2013-11-03,Melbourne Central,24812
2013-11-03,QV Market-Peel St,2923
2013-11-03,Southern Cross Station,1463
2013-11-03,Spencer St-Collins St (North),7913
2013-11-02,Spencer St-Collins St (North),12309
2013-11-02,Southern Cross Station,2141
2013-11-02,QV Market-Peel St,3895
2013-11-02,Melbourne Central,32570
2013-11-02,Collins Place (North),2054
2013-11-02,Chinatown-Swanston St (North),12439
2013-11-02,Bourke Street Mall (North),26059
2013-11-01,QV Market-Peel St,3260
2013-11-01,Collins Place (North),10589
2013-11-01,Chinatown-Swanston St (North),12544
2013-11-01,Melbourne Central,34732
2013-11-01,Southern Cross Station,15896
2013-11-01,Spencer St-Collins St (North),27357
2013-11-01,Bourke Street Mall (North),33726
2013-10-31,Spencer St-Collins St (North),27494
2013-10-31,QV Market-Peel St,2771
2013-10-31,Melbourne Central,29780
2013-10-31,Collins Place (North),11081
2013-10-31,Chinatown-Swanston St (North),9081
2013-10-31,Bourke Street Mall (North),27223
2013-10-31,Southern Cross Station,16931
2013-10-30,Collins Place (North),11207
2013-10-30,Bourke Street Mall (North),25401
2013-10-30,Chinatown-Swanston St (North),8894
2013-10-30,QV Market-Peel St,2106
2013-10-30,Southern Cross Station,16527
2013-10-30,Spencer St-Collins St (North),27483
2013-10-30,Melbourne Central,26886
2013-10-29,Spencer St-Collins St (North),27265
2013-10-29,Southern Cross Station,17296
2013-10-29,QV Market-Peel St,2635
2013-10-29,Melbourne Central,26437
2013-10-29,Collins Place (North),11249
2013-10-29,Chinatown-Swanston St (North),8810
2013-10-29,Bourke Street Mall (North),24039
2013-10-28,Melbourne Central,25025
2013-10-28,Bourke Street Mall (North),23054
2013-10-28,Chinatown-Swanston St (North),8111
2013-10-28,Collins Place (North),10687
2013-10-28,QV Market-Peel St,1763
2013-10-28,Spencer St-Collins St (North),26314
2013-10-28,Southern Cross Station,16492
2013-10-27,Spencer St-Collins St (North),8829
2013-10-27,Southern Cross Station,1645
2013-10-27,QV Market-Peel St,3076
2013-10-27,Melbourne Central,26602
2013-10-27,Collins Place (North),1948
2013-10-27,Chinatown-Swanston St (North),10257
2013-10-27,Bourke Street Mall (North),21994
2013-10-26,Collins Place (North),2782
2013-10-26,Bourke Street Mall (North),27634
2013-10-26,Chinatown-Swanston St (North),12483
2013-10-26,Melbourne Central,32601
2013-10-26,QV Market-Peel St,3569
2013-10-26,Southern Cross Station,2359
2013-10-26,Spencer St-Collins St (North),11818
2013-10-25,Spencer St-Collins St (North),29498
2013-10-25,Southern Cross Station,16424
2013-10-25,QV Market-Peel St,3105
2013-10-25,Melbourne Central,34329
2013-10-25,Collins Place (North),11149
2013-10-25,Chinatown-Swanston St (North),12627
2013-10-25,Bourke Street Mall (North),32460
2013-10-24,Collins Place (North),10951
2013-10-24,Bourke Street Mall (North),27063
2013-10-24,Chinatown-Swanston St (North),8896
2013-10-24,Southern Cross Station,16758
2013-10-24,Melbourne Central,28003
2013-10-24,Spencer St-Collins St (North),27828
2013-10-24,QV Market-Peel St,2590
2013-10-23,Spencer St-Collins St (North),27746
2013-10-23,Southern Cross Station,16259
2013-10-23,QV Market-Peel St,2015
2013-10-23,Melbourne Central,25853
2013-10-23,Collins Place (North),10923
2013-10-23,Chinatown-Swanston St (North),8375
2013-10-23,Bourke Street Mall (North),22891
2013-10-22,Collins Place (North),11598
2013-10-22,Bourke Street Mall (North),21874
2013-10-22,Chinatown-Swanston St (North),7968
2013-10-22,Southern Cross Station,15948
2013-10-22,Melbourne Central,23504
2013-10-22,QV Market-Peel St,2549
2013-10-22,Spencer St-Collins St (North),27861
2013-10-21,Southern Cross Station,16360
2013-10-21,QV Market-Peel St,1851
2013-10-21,Melbourne Central,14662
2013-10-21,Collins Place (North),10663
2013-10-21,Chinatown-Swanston St (North),7868
2013-10-21,Bourke Street Mall (North),22534
2013-10-21,Spencer St-Collins St (North),26320
2013-10-20,Bourke Street Mall (North),22669
2013-10-20,Spencer St-Collins St (North),8398
2013-10-20,Southern Cross Station,1492
2013-10-20,QV Market-Peel St,3468
2013-10-20,Melbourne Central,25963
2013-10-20,Collins Place (North),1707
2013-10-20,Chinatown-Swanston St (North),10029
2013-10-19,QV Market-Peel St,3854
2013-10-19,Bourke Street Mall (North),28537
2013-10-19,Chinatown-Swanston St (North),13339
2013-10-19,Melbourne Central,34207
2013-10-19,Collins Place (North),2802
2013-10-19,Southern Cross Station,2036
2013-10-19,Spencer St-Collins St (North),12028
2013-10-18,Collins Place (North),10726
2013-10-18,Bourke Street Mall (North),34224
2013-10-18,Chinatown-Swanston St (North),13359
2013-10-18,Spencer St-Collins St (North),28662
2013-10-18,Melbourne Central,37060
2013-10-18,QV Market-Peel St,3323
2013-10-18,Southern Cross Station,16523
2013-10-17,Spencer St-Collins St (North),27101
2013-10-17,Southern Cross Station,16540
2013-10-17,QV Market-Peel St,2715
2013-10-17,Melbourne Central,26613
2013-10-17,Collins Place (North),10761
2013-10-17,Chinatown-Swanston St (North),8467
2013-10-17,Bourke Street Mall (North),25360
2013-10-16,Bourke Street Mall (North),25662
2013-10-16,Chinatown-Swanston St (North),9584
2013-10-16,Collins Place (North),10862
2013-10-16,Melbourne Central,29706
2013-10-16,QV Market-Peel St,2039
2013-10-16,Southern Cross Station,16662
2013-10-16,Spencer St-Collins St (North),27561
2013-10-15,Bourke Street Mall (North),23845
2013-10-15,Chinatown-Swanston St (North),8768
2013-10-15,Collins Place (North),11055
2013-10-15,QV Market-Peel St,2614
2013-10-15,Southern Cross Station,16572
2013-10-15,Spencer St-Collins St (North),27086
2013-10-15,Melbourne Central,28124
2013-10-14,Spencer St-Collins St (North),26295
2013-10-14,Southern Cross Station,15946
2013-10-14,QV Market-Peel St,1595
2013-10-14,Melbourne Central,24529
2013-10-14,Collins Place (North),10102
2013-10-14,Chinatown-Swanston St (North),8059
2013-10-14,Bourke Street Mall (North),22340
2013-10-13,Collins Place (North),1872
2013-10-13,Spencer St-Collins St (North),8735
2013-10-13,Southern Cross Station,1255
2013-10-13,QV Market-Peel St,3012
2013-10-13,Melbourne Central,22919
2013-10-13,Chinatown-Swanston St (North),8737
2013-10-13,Bourke Street Mall (North),19123
2013-10-12,Chinatown-Swanston St (North),13636
2013-10-12,Collins Place (North),3072
2013-10-12,Melbourne Central,41447
2013-10-12,QV Market-Peel St,3846
2013-10-12,Southern Cross Station,2499
2013-10-12,Spencer St-Collins St (North),14367
2013-10-12,Bourke Street Mall (North),31715
2013-10-11,Spencer St-Collins St (North),28493
2013-10-11,Southern Cross Station,16232
2013-10-11,QV Market-Peel St,3380
2013-10-11,Melbourne Central,37080
2013-10-11,Collins Place (North),10727
2013-10-11,Chinatown-Swanston St (North),13000
2013-10-11,Bourke Street Mall (North),33805
2013-10-10,Spencer St-Collins St (North),27501
2013-10-10,Southern Cross Station,15871
2013-10-10,Melbourne Central,26048
2013-10-10,Collins Place (North),10427
2013-10-10,Chinatown-Swanston St (North),8761
2013-10-10,Bourke Street Mall (North),23515
2013-10-10,QV Market-Peel St,2648
2013-10-09,Melbourne Central,30942
2013-10-09,Bourke Street Mall (North),22673
2013-10-09,Collins Place (North),10636
2013-10-09,Chinatown-Swanston St (North),9901
2013-10-09,QV Market-Peel St,2063
2013-10-09,Southern Cross Station,16687
2013-10-09,Spencer St-Collins St (North),28619
2013-10-08,Spencer St-Collins St (North),28422
2013-10-08,Southern Cross Station,16681
2013-10-08,QV Market-Peel St,2845
2013-10-08,Melbourne Central,29455
2013-10-08,Collins Place (North),10840
2013-10-08,Chinatown-Swanston St (North),9156
2013-10-08,Bourke Street Mall (North),21183
2013-10-07,Collins Place (North),10284
2013-10-07,Bourke Street Mall (North),21394
2013-10-07,Chinatown-Swanston St (North),8877
2013-10-07,QV Market-Peel St,1895
2013-10-07,Melbourne Central,27966
2013-10-07,Southern Cross Station,15941
2013-10-07,Spencer St-Collins St (North),27225
2013-10-06,Spencer St-Collins St (North),10386
2013-10-06,Southern Cross Station,1574
2013-10-06,QV Market-Peel St,3147
2013-10-06,Melbourne Central,25817
2013-10-06,Collins Place (North),1875
2013-10-06,Chinatown-Swanston St (North),9560
2013-10-06,Bourke Street Mall (North),18678
2013-10-05,Collins Place (North),2727
2013-10-05,Bourke Street Mall (North),25589
2013-10-05,Chinatown-Swanston St (North),13703
2013-10-05,Spencer St-Collins St (North),14583
2013-10-05,Melbourne Central,36118
2013-10-05,QV Market-Peel St,4026
2013-10-05,Southern Cross Station,2064
2013-10-04,Collins Place (North),10561
2013-10-04,Bourke Street Mall (North),38674
2013-10-04,Chinatown-Swanston St (North),13696
2013-10-04,QV Market-Peel St,3849
2013-10-04,Melbourne Central,40795
2013-10-04,Southern Cross Station,15553
2013-10-04,Spencer St-Collins St (North),27400
2013-10-03,Spencer St-Collins St (North),27352
2013-10-03,Southern Cross Station,16155
2013-10-03,QV Market-Peel St,3084
2013-10-03,Melbourne Central,30948
2013-10-03,Collins Place (North),10274
2013-10-03,Chinatown-Swanston St (North),10470
2013-10-03,Bourke Street Mall (North),30102
2013-10-02,Collins Place (North),10165
2013-10-02,Bourke Street Mall (North),27348
2013-10-02,Chinatown-Swanston St (North),9791
2013-10-02,Spencer St-Collins St (North),27561
2013-10-02,Melbourne Central,29963
2013-10-02,QV Market-Peel St,1957
2013-10-02,Southern Cross Station,16113
2013-10-01,Collins Place (North),10669
2013-10-01,Bourke Street Mall (North),26267
2013-10-01,Chinatown-Swanston St (North),9962
2013-10-01,Melbourne Central,15183
2013-10-01,Spencer St-Collins St (North),26885
2013-10-01,Southern Cross Station,16038
2013-10-01,QV Market-Peel St,2851
2013-09-30,Melbourne Central,29780
2013-09-30,Chinatown-Swanston St (North),10077
2013-09-30,Collins Place (North),10324
2013-09-30,Bourke Street Mall (North),27476
2013-09-30,QV Market-Peel St,1570
2013-09-30,Southern Cross Station,15966
2013-09-30,Spencer St-Collins St (North),26954
2013-09-29,Southern Cross Station,1794
2013-09-29,QV Market-Peel St,3657
2013-09-29,Melbourne Central,29712
2013-09-29,Collins Place (North),2018
2013-09-29,Chinatown-Swanston St (North),11700
2013-09-29,Bourke Street Mall (North),24072
2013-09-29,Spencer St-Collins St (North),9496
2013-09-28,Bourke Street Mall (North),23057
2013-09-28,Collins Place (North),2749
2013-09-28,Chinatown-Swanston St (North),11305
2013-09-28,Spencer St-Collins St (North),10775
2013-09-28,Melbourne Central,29265
2013-09-28,Southern Cross Station,2031
2013-09-28,QV Market-Peel St,3256
2013-09-27,Spencer St-Collins St (North),29638
2013-09-27,Southern Cross Station,16856
2013-09-27,QV Market-Peel St,3804
2013-09-27,Melbourne Central,41496
2013-09-27,Collins Place (North),16040
2013-09-27,Chinatown-Swanston St (North),13643
2013-09-27,Bourke Street Mall (North),37079
2013-09-26,Collins Place (North),10306
2013-09-26,Bourke Street Mall (North),27258
2013-09-26,Chinatown-Swanston St (North),9229
2013-09-26,Spencer St-Collins St (North),27251
2013-09-26,Melbourne Central,28820
2013-09-26,QV Market-Peel St,2801
2013-09-26,Southern Cross Station,16092
2013-09-25,Collins Place (North),10681
2013-09-25,Bourke Street Mall (North),29712
2013-09-25,Chinatown-Swanston St (North),10655
2013-09-25,Melbourne Central,32642
2013-09-25,Southern Cross Station,16882
2013-09-25,Spencer St-Collins St (North),28355
2013-09-25,QV Market-Peel St,2420
2013-09-24,Chinatown-Swanston St (North),9873
2013-09-24,Spencer St-Collins St (North),27416
2013-09-24,Southern Cross Station,16574
2013-09-24,QV Market-Peel St,2703
2013-09-24,Melbourne Central,31231
2013-09-24,Collins Place (North),10721
2013-09-24,Bourke Street Mall (North),26333
2013-09-23,Melbourne Central,29946
2013-09-23,Chinatown-Swanston St (North),9223
2013-09-23,Collins Place (North),10243
2013-09-23,Spencer St-Collins St (North),27047
2013-09-23,QV Market-Peel St,1814
2013-09-23,Southern Cross Station,16329
2013-09-23,Bourke Street Mall (North),25603
2013-09-22,Collins Place (North),2165
2013-09-22,Bourke Street Mall (North),21466
2013-09-22,Chinatown-Swanston St (North),10744
2013-09-22,Southern Cross Station,1567
2013-09-22,Melbourne Central,27085
2013-09-22,Spencer St-Collins St (North),8779
2013-09-22,QV Market-Peel St,3641
2013-09-21,Spencer St-Collins St (North),11325
2013-09-21,Southern Cross Station,1864
2013-09-21,QV Market-Peel St,4005
2013-09-21,Melbourne Central,34205
2013-09-21,Collins Place (North),2456
2013-09-21,Chinatown-Swanston St (North),13179
2013-09-21,Bourke Street Mall (North),26664
2013-09-20,Collins Place (North),10911
2013-09-20,Bourke Street Mall (North),30097
2013-09-20,Chinatown-Swanston St (North),11932
2013-09-20,Spencer St-Collins St (North),27850
2013-09-20,Melbourne Central,32821
2013-09-20,QV Market-Peel St,3223
2013-09-20,Southern Cross Station,16031
2013-09-19,Bourke Street Mall (North),24251
2013-09-19,Collins Place (North),10720
2013-09-19,Chinatown-Swanston St (North),11196
2013-09-19,Southern Cross Station,16683
2013-09-19,Melbourne Central,29874
2013-09-19,QV Market-Peel St,2622
2013-09-19,Spencer St-Collins St (North),27416
2013-09-18,Spencer St-Collins St (North),27198
2013-09-18,Southern Cross Station,16506
2013-09-18,QV Market-Peel St,2013
2013-09-18,Melbourne Central,25200
2013-09-18,Collins Place (North),10393
2013-09-18,Chinatown-Swanston St (North),8434
2013-09-18,Bourke Street Mall (North),22272
2013-09-17,Spencer St-Collins St (North),26882
2013-09-17,Southern Cross Station,17068
2013-09-17,QV Market-Peel St,2855
2013-09-17,Bourke Street Mall (North),23624
2013-09-17,Collins Place (North),10968
2013-09-17,Chinatown-Swanston St (North),8857
2013-09-17,Melbourne Central,27729
2013-09-16,Southern Cross Station,15265
2013-09-16,Chinatown-Swanston St (North),7864
2013-09-16,Spencer St-Collins St (North),25901
2013-09-16,QV Market-Peel St,1654
2013-09-16,Melbourne Central,21795
2013-09-16,Collins Place (North),10810
2013-09-16,Bourke Street Mall (North),19902
2013-09-15,Chinatown-Swanston St (North),12858
2013-09-15,Bourke Street Mall (North),22245
2013-09-15,Spencer St-Collins St (North),8784
2013-09-15,Southern Cross Station,1612
2013-09-15,QV Market-Peel St,3185
2013-09-15,Melbourne Central,27922
2013-09-15,Collins Place (North),1822
2013-09-14,Spencer St-Collins St (North),10634
2013-09-14,Southern Cross Station,1879
2013-09-14,QV Market-Peel St,3958
2013-09-14,Melbourne Central,32734
2013-09-14,Collins Place (North),2528
2013-09-14,Chinatown-Swanston St (North),12910
2013-09-14,Bourke Street Mall (North),26187
2013-09-13,Melbourne Central,35157
2013-09-13,Bourke Street Mall (North),30703
2013-09-13,Collins Place (North),10209
2013-09-13,Chinatown-Swanston St (North),11920
2013-09-13,QV Market-Peel St,3069
2013-09-13,Southern Cross Station,16378
2013-09-13,Spencer St-Collins St (North),27692
2013-09-12,Spencer St-Collins St (North),27192
2013-09-12,Southern Cross Station,16671
2013-09-12,QV Market-Peel St,2815
2013-09-12,Melbourne Central,28178
2013-09-12,Collins Place (North),10460
2013-09-12,Chinatown-Swanston St (North),8797
2013-09-12,Bourke Street Mall (North),24055
2013-09-11,Collins Place (North),10310
2013-09-11,Bourke Street Mall (North),23225
2013-09-11,Chinatown-Swanston St (North),8612
